fight_id,R_fighter,R_nickname,B_fighter,B_nickname,Winner,date,year,R_odds,B_odds,R_wins,R_losses,R_draw,B_wins,B_losses,B_draw,R_age,B_age,R_Height_cms,B_Height_cms,R_Reach_cms,B_Reach_cms,R_Stance,B_Stance,weight_class,title_bout,win_by,last_round,last_round_time,R_avg_SIG_STR_pct,B_avg_SIG_STR_pct,R_avg_SUB_ATT,B_avg_SUB_ATT,R_avg_TD_pct,B_avg_TD_pct,R_current_win_streak,B_current_win_streak,event,location
ufc_fight_01334,Daniel Cormier,DC,Jiri Prochazka,BJP,Jiri Prochazka,2014-01-27,2014,-250,200,14,8,0,28,8,0,31,29,170,171,176,169,Orthodox,Orthodox,Light Heavyweight,False,KO/TKO,2,3:55,43.82,34.13,3.42,0.24,32.37,67.82,6,11,UFC 310,London
ufc_fight_01335,Brandon Royval,Raw Dawg,Brandon Moreno,The Assassin Baby,Brandon Royval,2016-04-22,2016,200,-250,21,8,0,11,6,0,30,38,199,183,177,171,Orthodox,Orthodox,Flyweight,True,Submission,2,2:55,62.81,31.12,4.5,3.58,10.55,21.11,7,10,UFC Fight Night 212,New York
ufc_fight_01336,Rob Font,,Merab Dvalishvili,The Machine,Rob Font,2024-05-14,2024,170,-200,26,8,1,28,7,0,39,23,172,198,170,185,Orthodox,Switch,Bantamweight,False,Submission,1,0:46,55.57,65.6,2.45,2.47,49.96,12.97,1,7,UFC 279,Los Angeles
ufc_fight_01337,Beneil Dariush,,Julianna Pena,The Venezuelan Vixen,Beneil Dariush,2023-05-27,2023,-250,200,28,4,1,13,8,1,36,24,170,170,198,189,Orthodox,Orthodox,Lightweight,False,Decision - Unanimous,3,5:00,56.68,62.78,4.91,4.7,28.12,36.74,8,3,UFC 222,Abu Dhabi
ufc_fight_01338,Paul Felder,The Irish Dragon,Arman Tsarukyan,,Paul Felder,2015-10-25,2015,-250,200,8,1,0,22,1,0,34,31,191,174,202,195,Orthodox,Southpaw,Lightweight,False,KO/TKO,3,0:58,44.76,42.52,1.33,1.55,68.63,28.93,6,7,UFC Fight Night 240,Las Vegas
ufc_fight_01339,Ciryl Gane,Bon Gamin,Cain Velasquez,,Ciryl Gane,2022-10-11,2022,170,-200,19,0,0,8,4,1,38,34,180,186,209,210,Orthodox,Orthodox,Heavyweight,False,KO/TKO,2,4:09,43.79,50.37,4.02,2.66,50.65,54.39,0,4,UFC 164,Los Angeles
ufc_fight_01340,Conor McGregor,The Notorious,Eddie Alvarez,,Conor McGregor,2019-04-17,2019,-180,150,16,8,0,10,0,0,29,23,189,179,190,214,Southpaw,Orthodox,Lightweight,False,Submission,5,3:49,67.81,60.53,4.28,4.08,75.3,29.34,0,10,UFC 243,London
ufc_fight_01341,Jon Jones,Bones,Alex Pereira,Poatan,Jon Jones,2016-11-17,2016,170,-200,28,4,0,16,8,1,34,36,169,182,186,197,Orthodox,Orthodox,Light Heavyweight,False,Submission,4,4:08,56.82,53.16,4.19,0.45,42.96,35.05,12,11,UFC 208,Canada
ufc_fight_01342,Frankie Edgar,The Answer,Alexander Volkanovski,The Great,Alexander Volkanovski,2019-01-26,2019,200,-250,17,1,0,15,2,0,29,39,194,181,171,206,Orthodox,Switch,Featherweight,True,KO/TKO,2,0:29,54.93,69.29,1.0,1.94,33.74,25.86,1,3,UFC 154,New York
ufc_fight_01343,Movsar Evloev,,Chan Sung Jung,The Korean Zombie,Movsar Evloev,2016-04-09,2016,-150,130,16,2,0,20,7,0,38,29,189,194,212,181,Southpaw,Orthodox,Featherweight,False,Decision - Majority,3,5:00,53.07,39.58,1.34,4.3,51.6,26.16,12,1,UFC 308,Australia
ufc_fight_01344,Jan Blachowicz,,Daniel Cormier,DC,Jan Blachowicz,2017-10-27,2017,170,-200,19,3,0,26,2,1,35,27,194,200,172,195,Southpaw,Southpaw,Light Heavyweight,False,KO/TKO,3,1:25,41.15,43.03,0.95,3.22,31.06,42.8,3,3,UFC 252,Australia
ufc_fight_01345,Cory Sandhagen,The Sandman,Merab Dvalishvili,The Machine,Cory Sandhagen,2023-01-30,2023,170,-200,15,8,1,18,7,0,34,30,168,169,178,176,Southpaw,Orthodox,Bantamweight,False,KO/TKO,1,2:55,39.76,56.22,4.26,2.46,75.86,44.91,4,10,UFC 283,Canada
ufc_fight_01346,Beneil Dariush,,Rafael dos Anjos,RDA,Rafael dos Anjos,2023-04-06,2023,-400,320,24,3,0,19,4,0,30,27,185,167,188,191,Southpaw,Orthodox,Lightweight,False,Submission,2,0:26,51.76,52.97,2.74,1.23,78.97,25.33,2,0,UFC Fight Night 133,Las Vegas
ufc_fight_01347,Dustin Poirier,The Diamond,Conor McGregor,The Notorious,Dustin Poirier,2016-11-07,2016,130,-150,19,2,0,17,5,0,30,32,195,188,207,204,Southpaw,Southpaw,Lightweight,False,Submission,3,4:43,30.39,33.79,1.03,0.81,75.52,23.19,12,1,UFC 216,New York
ufc_fight_01348,Petr Yan,No Mercy,Robbie Lawler,Ruthless,Petr Yan,2018-06-07,2018,-400,320,22,1,1,19,0,0,32,24,198,193,194,177,Orthodox,Orthodox,Bantamweight,False,KO/TKO,5,2:46,34.71,57.77,0.38,0.68,68.79,13.04,8,5,UFC 192,Australia
ufc_fight_01349,Jorge Masvidal,Gamebred,Stephen Thompson,Wonderboy,Stephen Thompson,2014-05-28,2014,150,-180,8,6,0,15,0,1,38,33,173,185,177,172,Orthodox,Orthodox,Welterweight,False,KO/TKO,2,1:46,46.19,64.96,3.09,1.88,77.9,57.22,3,7,UFC 199,New York
ufc_fight_01350,Georges St-Pierre,GSP,Belal Muhammad,Remember the Name,Belal Muhammad,2015-02-12,2015,200,-250,26,7,0,25,0,0,28,29,181,172,189,177,Switch,Orthodox,Welterweight,False,Decision - Unanimous,3,5:00,43.45,60.65,2.35,4.56,22.15,67.03,12,4,UFC 306,New York
ufc_fight_01351,Robbie Lawler,Ruthless,Gilbert Burns,Durinho,Gilbert Burns,2016-06-12,2016,170,-200,10,0,0,9,5,0,34,39,198,186,169,210,Orthodox,Southpaw,Welterweight,False,Submission,1,0:33,48.16,58.74,4.18,3.73,73.92,14.01,4,12,UFC Fight Night 112,Abu Dhabi
ufc_fight_01352,Jessica Andrade,Bate Estaca,Rose Namajunas,Thug,Rose Namajunas,2022-06-10,2022,-250,200,9,3,0,21,5,0,34,29,195,166,197,204,Southpaw,Orthodox,Women's Strawweight,False,Decision - Unanimous,3,5:00,37.11,62.49,2.32,3.6,41.77,69.42,10,10,UFC 224,Abu Dhabi
ufc_fight_01353,Petr Yan,No Mercy,Song Yadong,,Song Yadong,2015-04-22,2015,200,-250,11,1,1,23,3,0,36,25,178,192,176,213,Orthodox,Orthodox,Bantamweight,False,KO/TKO,1,4:36,63.22,66.97,4.64,3.85,71.14,48.21,12,7,UFC 271,Brazil
ufc_fight_01354,Conor McGregor,The Notorious,Michael Chandler,Iron,Michael Chandler,2023-09-27,2023,170,-200,14,7,1,18,4,0,36,28,195,180,208,203,Orthodox,Orthodox,Lightweight,False,KO/TKO,1,1:27,36.76,63.68,4.82,2.48,79.99,37.12,8,12,UFC Fight Night 206,Brazil
ufc_fight_01355,Tony Ferguson,El Cucuy,Eddie Alvarez,,Tony Ferguson,2024-08-05,2024,-250,200,13,2,0,9,4,0,32,29,170,165,182,183,Orthodox,Orthodox,Lightweight,False,KO/TKO,3,3:17,37.51,42.06,1.78,0.03,26.71,64.21,4,5,UFC Fight Night 115,Canada
ufc_fight_01356,Carla Esparza,Cookie Monster,Joanna Jedrzejczyk,Joanna Champion,Joanna Jedrzejczyk,2022-07-01,2022,320,-400,8,5,0,10,1,0,29,25,200,172,204,187,Orthodox,Orthodox,Women's Strawweight,True,Decision - Unanimous,5,5:00,34.68,30.59,4.31,4.47,74.28,31.3,10,9,UFC Fight Night 108,Abu Dhabi
ufc_fight_01357,Aljamain Sterling,Funk Master,Merab Dvalishvili,The Machine,Aljamain Sterling,2017-02-15,2017,130,-150,16,7,0,22,1,1,31,27,176,192,203,203,Orthodox,Orthodox,Bantamweight,False,KO/TKO,3,1:03,32.65,49.37,1.29,4.95,50.63,13.12,9,9,UFC Fight Night 193,Australia
ufc_fight_01358,Chris Weidman,The All-American,Petr Yan,No Mercy,Chris Weidman,2024-07-11,2024,320,-400,24,3,1,8,4,0,34,30,185,173,166,190,Orthodox,Southpaw,Middleweight,False,Decision - Unanimous,3,5:00,57.39,67.69,2.83,1.86,61.15,72.27,12,4,UFC Fight Night 166,Brazil
ufc_fight_01359,Kamaru Usman,The Nigerian Nightmare,Francis Ngannou,The Predator,Francis Ngannou,2016-04-11,2016,320,-400,10,6,1,24,3,0,26,26,197,166,202,168,Switch,Orthodox,Welterweight,True,Submission,1,0:34,40.41,64.08,1.58,2.15,16.3,38.38,4,1,UFC 278,Australia
ufc_fight_01360,Ciryl Gane,Bon Gamin,Francis Ngannou,The Predator,Francis Ngannou,2015-01-25,2015,105,-115,16,4,0,23,4,0,31,38,180,180,189,165,Orthodox,Orthodox,Heavyweight,False,KO/TKO,1,4:41,39.45,46.31,2.05,3.29,35.31,57.35,5,1,UFC Fight Night 112,Abu Dhabi
ufc_fight_01361,Dominick Cruz,The Dominator,Cory Sandhagen,The Sandman,Cory Sandhagen,2020-03-01,2020,250,-300,26,6,0,19,3,1,35,28,170,177,191,176,Southpaw,Switch,Bantamweight,False,KO/TKO,3,0:50,43.6,58.44,1.8,0.82,49.73,17.03,9,8,UFC 293,Canada
ufc_fight_01362,Rafael dos Anjos,RDA,Francis Ngannou,The Predator,Francis Ngannou,2014-12-02,2014,250,-300,21,7,0,18,5,1,37,35,192,167,169,183,Orthodox,Orthodox,Lightweight,False,Decision - Split,3,5:00,52.24,37.4,2.53,0.42,45.38,21.28,10,0,UFC 196,New York
ufc_fight_01363,Jiri Prochazka,BJP,Frankie Edgar,The Answer,Jiri Prochazka,2020-08-20,2020,200,-250,27,6,0,16,2,1,27,33,197,181,199,179,Orthodox,Orthodox,Light Heavyweight,False,KO/TKO,1,4:19,66.49,52.22,1.49,1.59,33.57,51.61,9,8,UFC Fight Night 102,Las Vegas
ufc_fight_01364,Anderson Silva,The Spider,Jared Cannonier,The Killa Gorilla,Jared Cannonier,2023-05-19,2023,200,-250,22,4,0,18,3,0,26,28,197,187,187,192,Switch,Orthodox,Middleweight,False,KO/TKO,2,1:28,45.93,67.04,4.75,4.66,70.42,28.28,7,9,UFC Fight Night 236,Brazil
ufc_fight_01365,Arman Tsarukyan,,Islam Makhachev,,Arman Tsarukyan,2016-11-09,2016,-105,105,17,8,0,18,1,0,36,37,190,167,214,192,Orthodox,Orthodox,Lightweight,False,Submission,3,3:57,52.2,45.23,2.95,0.54,37.28,67.17,3,10,UFC 219,Brazil
ufc_fight_01366,Cain Velasquez,,Francis Ngannou,The Predator,Cain Velasquez,2023-05-18,2023,-115,105,12,6,1,18,3,0,26,26,189,170,175,183,Southpaw,Switch,Heavyweight,False,Decision - Unanimous,3,5:00,66.06,58.23,0.17,1.45,11.05,17.73,12,5,UFC Fight Night 160,Brazil
ufc_fight_01367,Dominick Cruz,The Dominator,Merab Dvalishvili,The Machine,Dominick Cruz,2019-04-27,2019,105,-115,25,5,0,10,5,0,32,24,175,174,176,197,Orthodox,Orthodox,Bantamweight,False,Decision - Unanimous,3,5:00,54.35,54.69,4.94,0.06,26.82,47.28,2,1,UFC 179,Las Vegas
ufc_fight_01368,Song Yadong,,Petr Yan,No Mercy,Petr Yan,2019-08-25,2019,-180,150,19,5,1,22,3,1,30,39,197,190,166,198,Orthodox,Orthodox,Bantamweight,False,Decision - Split,3,5:00,42.44,56.41,2.43,1.22,56.06,15.44,2,9,UFC Fight Night 245,London
ufc_fight_01369,Dan Hooker,The Hangman,Charles Oliveira,Do Bronx,Charles Oliveira,2022-01-28,2022,-300,250,21,7,1,11,0,0,33,38,198,172,175,181,Southpaw,Orthodox,Lightweight,False,KO/TKO,4,0:50,44.23,57.17,2.53,2.11,51.23,68.94,7,11,UFC Fight Night 135,Australia
ufc_fight_01370,Amanda Nunes,The Lioness,Jon Jones,Bones,Amanda Nunes,2018-05-13,2018,-150,130,16,1,0,17,7,0,33,29,170,168,211,175,Orthodox,Orthodox,Women's Bantamweight,False,KO/TKO,1,1:18,49.94,33.3,0.01,2.7,63.6,68.72,10,11,UFC 223,Australia
ufc_fight_01371,Jose Aldo,Junior,Brian Ortega,T-City,Brian Ortega,2017-12-12,2017,-250,200,26,5,0,21,8,0,34,26,175,187,172,199,Orthodox,Orthodox,Featherweight,False,KO/TKO,3,1:59,51.01,66.41,2.46,4.3,70.48,37.92,6,7,UFC 240,Canada
ufc_fight_01372,Colby Covington,Chaos,Robbie Lawler,Ruthless,Robbie Lawler,2014-12-25,2014,-400,320,13,1,0,20,4,1,23,37,185,200,190,200,Orthodox,Switch,Welterweight,True,Decision - Unanimous,5,5:00,64.58,34.12,1.59,1.42,23.5,24.22,10,11,UFC Fight Night 149,Los Angeles
ufc_fight_01373,Paul Felder,The Irish Dragon,Eddie Alvarez,,Eddie Alvarez,2017-05-21,2017,-400,320,24,0,0,28,6,0,33,34,198,199,189,195,Switch,Orthodox,Lightweight,False,KO/TKO,2,4:35,40.14,33.31,3.0,4.86,11.67,34.67,2,10,UFC 229,Canada
ufc_fight_01374,Nick Diaz,,Cory Sandhagen,The Sandman,Nick Diaz,2015-07-24,2015,170,-200,8,4,0,13,1,0,26,36,185,173,206,186,Southpaw,Orthodox,Welterweight,False,Decision - Unanimous,3,5:00,44.1,67.2,3.71,3.42,49.43,59.31,1,10,UFC 254,Abu Dhabi
ufc_fight_01375,Aljamain Sterling,Funk Master,Carla Esparza,Cookie Monster,Carla Esparza,2017-11-23,2017,170,-200,18,4,0,26,2,0,28,32,168,165,182,180,Southpaw,Switch,Bantamweight,False,Decision - Split,3,5:00,34.85,69.63,0.99,0.13,61.8,44.16,10,0,UFC 286,Los Angeles
ufc_fight_01376,Francis Ngannou,The Predator,Tom Aspinall,,Francis Ngannou,2018-10-19,2018,-150,130,22,1,0,27,7,0,27,25,199,175,180,189,Orthodox,Southpaw,Heavyweight,False,Decision - Split,3,5:00,44.86,47.95,0.7,4.24,64.74,18.74,7,12,UFC Fight Night 147,New York
ufc_fight_01377,Kelvin Gastelum,,Glover Teixeira,,Glover Teixeira,2014-09-23,2014,-105,105,28,0,0,25,1,0,31,39,173,185,186,167,Switch,Orthodox,Middleweight,True,Decision - Unanimous,5,5:00,49.48,42.43,1.03,0.82,49.04,68.92,11,5,UFC 278,Los Angeles
ufc_fight_01378,Gilbert Burns,Durinho,Tyron Woodley,The Chosen One,Tyron Woodley,2015-07-27,2015,-150,130,15,8,0,15,1,1,35,37,196,170,197,183,Orthodox,Orthodox,Welterweight,False,Submission,1,4:06,55.14,66.16,1.96,3.97,71.07,24.51,1,7,UFC 274,Abu Dhabi
ufc_fight_01379,Conor McGregor,The Notorious,Jared Cannonier,The Killa Gorilla,Conor McGregor,2023-03-05,2023,-115,105,9,8,0,26,7,0,31,28,192,166,180,170,Switch,Orthodox,Lightweight,False,Submission,2,2:04,41.87,36.48,3.77,2.59,23.65,27.28,8,7,UFC 199,New York
ufc_fight_01380,Islam Makhachev,,Paul Felder,The Irish Dragon,Islam Makhachev,2023-09-28,2023,-400,320,23,8,0,18,7,0,23,31,175,165,165,188,Orthodox,Orthodox,Lightweight,False,Submission,2,2:40,58.8,49.46,1.75,1.68,68.8,72.72,4,1,UFC Fight Night 148,Los Angeles
ufc_fight_01381,Yair Rodriguez,El Pantera,Khabib Nurmagomedov,The Eagle,Khabib Nurmagomedov,2024-10-15,2024,200,-250,25,7,0,19,5,1,34,25,179,175,180,188,Orthodox,Orthodox,Featherweight,False,KO/TKO,5,1:35,38.54,69.08,0.41,0.89,22.2,45.34,5,1,UFC 280,London
ufc_fight_01382,Jessica Andrade,Bate Estaca,Anderson Silva,The Spider,Jessica Andrade,2017-08-01,2017,-180,150,19,6,0,13,8,0,36,37,195,175,176,208,Orthodox,Southpaw,Women's Strawweight,False,Submission,3,2:35,40.41,41.75,2.54,0.25,61.63,18.58,4,6,UFC 185,Australia
ufc_fight_01383,Stephen Thompson,Wonderboy,Belal Muhammad,Remember the Name,Stephen Thompson,2023-03-22,2023,200,-250,13,0,0,14,5,0,35,33,179,189,196,178,Southpaw,Switch,Welterweight,False,KO/TKO,4,2:57,34.69,66.59,2.16,2.08,40.15,59.64,12,2,UFC 185,London
ufc_fight_01384,Eddie Alvarez,,Justin Gaethje,The Highlight,Justin Gaethje,2015-05-27,2015,-110,-110,19,1,0,19,6,0,24,37,168,188,207,194,Orthodox,Southpaw,Lightweight,True,Decision - Unanimous,5,5:00,54.19,66.68,0.01,1.79,42.6,23.76,9,0,UFC Fight Night 183,New York
ufc_fight_01385,Holly Holm,The Preacher's Daughter,Jon Jones,Bones,Holly Holm,2015-03-09,2015,-400,320,16,1,0,28,3,1,25,30,190,176,166,195,Southpaw,Orthodox,Women's Bantamweight,False,Decision - Split,3,5:00,52.86,36.77,2.4,4.45,23.32,39.62,0,0,UFC Fight Night 158,Las Vegas
ufc_fight_01386,Belal Muhammad,Remember the Name,Aljamain Sterling,Funk Master,Belal Muhammad,2015-01-15,2015,-250,200,26,4,0,17,5,0,38,29,188,175,210,182,Orthodox,Orthodox,Welterweight,False,Decision - Unanimous,3,5:00,35.75,54.83,4.54,1.51,74.6,45.67,1,2,UFC 254,Abu Dhabi
ufc_fight_01387,Conor McGregor,The Notorious,Khabib Nurmagomedov,The Eagle,Khabib Nurmagomedov,2018-02-14,2018,-300,250,17,7,0,27,7,1,37,28,186,195,200,172,Orthodox,Orthodox,Lightweight,False,Decision - Majority,3,5:00,48.21,48.63,2.87,3.59,42.46,71.45,9,3,UFC 186,Los Angeles
ufc_fight_01388,Marlon Vera,Chito,Petr Yan,No Mercy,Marlon Vera,2020-01-10,2020,-200,170,16,8,0,10,7,0,37,24,200,194,195,207,Orthodox,Southpaw,Bantamweight,False,Submission,1,0:24,35.93,48.78,2.08,2.82,57.37,28.59,7,6,UFC 260,London
ufc_fight_01389,Paul Felder,The Irish Dragon,Tony Ferguson,El Cucuy,Tony Ferguson,2015-07-02,2015,320,-400,14,0,0,27,8,0,23,34,178,194,176,192,Southpaw,Orthodox,Lightweight,False,Submission,2,4:42,43.5,37.56,1.68,0.48,31.54,44.84,5,9,UFC 187,Abu Dhabi
ufc_fight_01390,Merab Dvalishvili,The Machine,Israel Adesanya,The Last Stylebender,Merab Dvalishvili,2016-05-13,2016,-250,200,25,3,0,8,4,0,36,39,173,168,206,206,Switch,Southpaw,Bantamweight,False,KO/TKO,3,0:34,32.28,42.34,0.47,4.63,69.28,57.06,9,12,UFC 240,Las Vegas
ufc_fight_01391,Brandon Royval,Raw Dawg,Henry Cejudo,The Messenger,Henry Cejudo,2016-05-15,2016,-180,150,13,6,1,19,5,0,34,24,173,200,212,195,Orthodox,Orthodox,Flyweight,False,KO/TKO,2,2:33,39.89,64.03,3.41,3.39,59.02,71.54,2,9,UFC 275,London
ufc_fight_01392,Kelvin Gastelum,,Sean Strickland,Tarzan,Sean Strickland,2023-08-17,2023,-400,320,27,7,0,9,3,0,24,33,184,199,177,215,Orthodox,Orthodox,Middleweight,False,Submission,2,0:45,35.84,55.87,2.37,1.76,51.32,19.91,8,4,UFC 286,Canada
ufc_fight_01393,Daniel Cormier,DC,Glover Teixeira,,Glover Teixeira,2018-01-09,2018,-250,200,15,8,1,22,3,0,34,23,182,167,174,200,Switch,Orthodox,Light Heavyweight,True,Decision - Split,5,5:00,44.82,64.31,2.86,3.85,24.27,13.0,2,12,UFC 296,Las Vegas
ufc_fight_01394,Rose Namajunas,Thug,Jessica Andrade,Bate Estaca,Jessica Andrade,2016-08-18,2016,-400,320,28,5,0,20,3,0,39,38,197,186,207,171,Southpaw,Orthodox,Women's Strawweight,False,KO/TKO,5,0:05,50.05,56.26,0.57,2.88,17.9,15.31,0,6,UFC Fight Night 240,Los Angeles
ufc_fight_01395,Stipe Miocic,,Michael Chiesa,Maverick,Michael Chiesa,2018-01-12,2018,-180,150,13,1,1,17,8,0,24,23,181,190,203,210,Orthodox,Orthodox,Heavyweight,False,Submission,5,2:09,67.11,41.08,0.46,0.37,68.84,57.85,12,0,UFC 159,Las Vegas
ufc_fight_01396,Arman Tsarukyan,,Paul Felder,The Irish Dragon,Paul Felder,2015-08-31,2015,-300,250,14,3,0,28,6,1,31,33,193,182,174,174,Orthodox,Orthodox,Lightweight,False,KO/TKO,5,4:43,44.65,31.27,1.82,2.32,54.89,63.84,11,9,UFC 197,Abu Dhabi
ufc_fight_01397,Stipe Miocic,,Tom Aspinall,,Tom Aspinall,2020-01-04,2020,105,-115,20,3,1,12,3,1,36,27,179,180,188,171,Orthodox,Orthodox,Heavyweight,False,Decision - Unanimous,3,5:00,40.95,34.76,0.32,1.51,16.01,52.8,11,10,UFC 245,Los Angeles
ufc_fight_01398,Paulo Costa,The Eraser,Anderson Silva,The Spider,Paulo Costa,2016-12-23,2016,150,-180,25,0,1,26,1,0,27,25,197,173,207,187,Southpaw,Orthodox,Middleweight,False,Decision - Unanimous,3,5:00,34.48,57.0,4.04,2.85,20.01,65.93,8,9,UFC 235,Las Vegas
ufc_fight_01399,Francis Ngannou,The Predator,Cain Velasquez,,Francis Ngannou,2016-11-09,2016,250,-300,23,0,0,10,4,0,39,39,175,169,213,187,Southpaw,Southpaw,Heavyweight,False,KO/TKO,1,1:49,47.48,54.09,1.02,0.81,46.75,28.89,2,0,UFC 239,London
ufc_fight_01400,Michael Chandler,Iron,Islam Makhachev,,Islam Makhachev,2021-04-17,2021,105,-115,18,4,0,14,5,0,23,38,177,194,166,186,Orthodox,Orthodox,Lightweight,False,Decision - Unanimous,3,5:00,55.0,33.62,3.12,4.14,24.75,34.51,5,12,UFC 158,Las Vegas
ufc_fight_01401,Carla Esparza,Cookie Monster,Joanna Jedrzejczyk,Joanna Champion,Carla Esparza,2015-08-11,2015,-115,105,26,6,0,8,1,1,39,29,176,177,187,175,Orthodox,Switch,Women's Strawweight,False,Submission,1,1:55,44.83,68.47,2.89,3.07,59.63,69.69,9,1,UFC 166,Los Angeles
ufc_fight_01402,Israel Adesanya,The Last Stylebender,Anderson Silva,The Spider,Israel Adesanya,2018-11-27,2018,-300,250,27,4,0,15,3,1,26,35,198,169,215,204,Orthodox,Orthodox,Middleweight,False,KO/TKO,3,1:48,39.1,36.91,3.8,2.04,56.89,46.14,7,3,UFC 191,Abu Dhabi
ufc_fight_01403,Paulo Costa,The Eraser,Marvin Vettori,The Italian Dream,Marvin Vettori,2024-05-25,2024,150,-180,14,3,0,21,3,0,37,39,191,180,204,182,Orthodox,Southpaw,Middleweight,True,Submission,1,2:23,69.67,30.84,0.45,1.24,20.84,33.6,8,6,UFC 259,New York
ufc_fight_01404,Valentina Shevchenko,Bullet,Alexa Grasso,,Valentina Shevchenko,2024-02-11,2024,-300,250,13,4,0,22,3,0,31,27,187,191,210,180,Switch,Orthodox,Women's Flyweight,True,KO/TKO,4,0:25,49.05,51.43,3.03,2.82,66.7,70.46,11,4,UFC 171,London
ufc_fight_01405,Jorge Masvidal,Gamebred,Leon Edwards,Rocky,Leon Edwards,2023-10-11,2023,-400,320,10,2,0,24,5,0,33,35,184,185,210,187,Orthodox,Switch,Welterweight,False,Decision - Unanimous,3,5:00,67.17,56.29,4.92,0.28,51.51,58.89,5,3,UFC Fight Night 235,Canada
ufc_fight_01406,Brandon Royval,Raw Dawg,Henry Cejudo,The Messenger,Brandon Royval,2017-01-03,2017,-110,-110,14,7,0,12,4,1,38,25,199,179,198,201,Orthodox,Orthodox,Flyweight,False,KO/TKO,3,2:09,65.49,43.25,1.43,2.84,61.21,12.37,11,10,UFC Fight Night 195,London
ufc_fight_01407,Paulo Costa,The Eraser,Robert Whittaker,The Reaper,Paulo Costa,2021-06-08,2021,130,-150,20,0,0,13,1,1,37,28,198,173,194,176,Orthodox,Orthodox,Middleweight,False,Submission,1,1:15,37.8,68.76,3.2,2.38,25.56,48.13,5,5,UFC Fight Night 134,Australia
ufc_fight_01408,Dan Hooker,The Hangman,Rafael dos Anjos,RDA,Dan Hooker,2016-08-25,2016,-110,-110,23,3,0,17,7,0,34,28,175,178,190,191,Orthodox,Southpaw,Lightweight,True,Submission,3,3:15,58.95,56.45,0.63,4.01,55.27,11.47,9,4,UFC 231,New York
ufc_fight_01409,Arnold Allen,Almighty,Jose Aldo,Junior,Jose Aldo,2015-10-24,2015,250,-300,20,8,0,28,6,0,39,38,189,192,184,215,Southpaw,Orthodox,Featherweight,False,KO/TKO,3,2:21,67.86,55.99,2.93,4.56,42.34,17.74,2,6,UFC 308,Brazil
ufc_fight_01410,Brian Ortega,T-City,Ilia Topuria,El Matador,Brian Ortega,2018-12-20,2018,-200,170,14,3,0,14,5,0,28,31,184,170,214,173,Orthodox,Switch,Featherweight,False,Decision - Split,3,5:00,51.24,68.13,1.0,0.23,28.43,70.35,8,9,UFC Fight Night 185,Canada
ufc_fight_01411,Paul Felder,The Irish Dragon,Justin Gaethje,The Highlight,Paul Felder,2022-03-11,2022,250,-300,8,6,0,25,7,0,26,34,189,167,214,167,Orthodox,Southpaw,Lightweight,False,Decision - Unanimous,3,5:00,44.88,42.63,0.12,4.31,76.81,54.68,8,1,UFC 169,Las Vegas
ufc_fight_01412,Arnold Allen,Almighty,Calvin Kattar,The Boston Finisher,Arnold Allen,2022-08-31,2022,320,-400,25,1,1,11,0,0,30,26,194,189,193,174,Southpaw,Switch,Featherweight,False,Submission,3,4:34,30.72,55.63,3.26,2.4,67.11,37.1,4,11,UFC 151,Las Vegas
ufc_fight_01413,Khabib Nurmagomedov,The Eagle,Michael Chandler,Iron,Michael Chandler,2019-06-17,2019,200,-250,20,0,0,16,7,1,23,26,165,177,214,173,Switch,Switch,Lightweight,False,Submission,2,4:11,62.11,52.55,0.7,3.85,50.64,65.12,11,6,UFC 215,Australia
ufc_fight_01414,Ciryl Gane,Bon Gamin,Henry Cejudo,The Messenger,Ciryl Gane,2017-04-18,2017,170,-200,22,8,0,11,0,0,24,31,174,166,204,184,Orthodox,Southpaw,Heavyweight,False,Decision - Unanimous,3,5:00,48.79,50.73,3.22,0.72,20.44,66.21,8,10,UFC Fight Night 109,Canada
ufc_fight_01415,Valentina Shevchenko,Bullet,Alexa Grasso,,Alexa Grasso,2017-09-06,2017,320,-400,28,1,0,12,0,0,35,26,165,174,174,182,Switch,Southpaw,Women's Flyweight,False,Decision - Unanimous,3,5:00,68.37,33.43,0.94,0.35,49.57,45.54,2,12,UFC Fight Night 211,Canada
ufc_fight_01416,Calvin Kattar,The Boston Finisher,Brian Ortega,T-City,Calvin Kattar,2022-04-15,2022,-300,250,9,1,0,25,1,0,28,27,183,184,194,187,Orthodox,Orthodox,Featherweight,False,Decision - Unanimous,3,5:00,43.34,63.44,0.61,0.19,16.75,39.4,1,2,UFC 234,New York
ufc_fight_01417,Yair Rodriguez,El Pantera,Alexandre Pantoja,The Cannibal,Yair Rodriguez,2021-02-22,2021,130,-150,25,1,1,22,5,0,29,38,169,191,194,171,Southpaw,Orthodox,Featherweight,False,Decision - Majority,3,5:00,34.44,55.22,1.95,3.75,78.67,34.5,12,10,UFC 208,Los Angeles
ufc_fight_01418,Weili Zhang,Magnum,Rose Namajunas,Thug,Weili Zhang,2022-09-10,2022,105,-115,10,0,1,21,1,1,34,29,200,181,166,182,Orthodox,Orthodox,Women's Strawweight,False,Decision - Unanimous,3,5:00,36.16,62.9,1.56,2.08,54.37,42.1,8,4,UFC Fight Night 197,Las Vegas
