R_fighter,B_fighter,Winner,date,R_odds,B_odds,R_wins,R_losses,R_draw,B_wins,B_losses,B_draw,R_age,B_age,R_Height_cms,B_Height_cms,R_Reach_cms,B_Reach_cms,R_Stance,B_Stance,weight_class,title_bout,win_by,last_round,R_avg_SIG_STR_pct,B_avg_SIG_STR_pct,R_avg_SUB_ATT,B_avg_SUB_ATT,R_avg_TD_pct,B_avg_TD_pct,event
Belal Muhammad,Jorge Masvidal,Belal Muhammad,2016-08-15,150,-180,15,1,0,21,3,0,37,28,176,174,182,193,Orthodox,Southpaw,Welterweight,False,Decision - Unanimous,3,40.56396316852524,39.91438255482902,2.080765174964412,0.7540110688815798,52.2017157707888,60.52767846122135,UFC 204
Belal Muhammad,Kamaru Usman,Belal Muhammad,2022-09-04,150,-180,12,1,0,20,4,0,31,38,182,175,194,183,Southpaw,Southpaw,Light Heavyweight,False,Decision - Unanimous,3,62.642996690246946,46.77430552551353,3.305035838666732,3.058491105433071,41.03427396892071,25.797993053439697,UFC 216
Jorge Masvidal,Michael Chandler,Michael Chandler,2022-08-26,-200,170,19,4,0,17,3,0,26,29,180,191,189,181,Southpaw,Switch,Heavyweight,False,Decision - Unanimous,5,38.716199852258825,56.41223046886627,1.7841472133065714,3.5009317177743893,33.61631518598531,50.45537617612625,UFC 293
Khabib Nurmagomedov,Georges St-Pierre,Georges St-Pierre,2023-03-06,150,-180,18,3,0,23,3,0,33,27,183,173,210,192,Orthodox,Switch,Middleweight,False,Decision - Split,3,45.48314357441284,56.85646030382825,2.3997890529644224,0.6564232490713073,34.75569093651792,41.63983508472134,UFC 291
Alexander Volkanovski,Jon Jones,Alexander Volkanovski,2019-07-04,150,-180,12,2,0,25,4,0,25,28,174,184,183,191,Switch,Orthodox,Lightweight,False,Decision - Unanimous,4,60.163650944068,51.50476751524888,1.6143330345271933,0.7344794394207379,61.02305337475716,54.80499457152901,UFC 310
Leon Edwards,Jorge Masvidal,Jorge Masvidal,2018-09-16,-200,170,10,5,0,15,2,0,29,38,180,191,184,177,Orthodox,Orthodox,Lightweight,True,KO/TKO,4,39.06391896652514,50.070125538225206,1.5617035599623192,3.987431974184703,64.62629002735565,44.90949156029933,UFC 278
Belal Muhammad,Anderson Silva,Anderson Silva,2015-04-11,150,-180,13,3,0,23,0,0,32,33,188,187,209,194,Orthodox,Switch,Middleweight,True,Submission,5,31.045592885631837,30.014614217108875,3.423612117762705,2.973362802286802,52.795228820870975,22.357318152548128,UFC 220
Aljamain Sterling,Francis Ngannou,Francis Ngannou,2017-02-02,150,-180,11,5,0,19,2,0,34,35,175,182,191,209,Orthodox,Orthodox,Light Heavyweight,False,Submission,4,64.18963297208369,63.663673732102545,2.644694251579659,0.5049798094809388,33.820601050363834,64.3392159250506,UFC 201
Jon Jones,Islam Makhachev,Islam Makhachev,2021-04-12,150,-180,18,5,0,22,2,0,33,29,176,174,190,207,Southpaw,Switch,Heavyweight,False,Submission,3,58.757529241277524,48.5300622941938,1.4447475077113046,0.5479065701555355,39.74730575139455,53.17751500570856,UFC 272
Daniel Cormier,Conor McGregor,Daniel Cormier,2015-01-09,150,-180,23,4,0,16,5,0,34,27,186,187,210,173,Southpaw,Switch,Lightweight,False,Decision - Unanimous,5,49.792482697123134,39.066553877393844,3.771801535882059,2.9198781714327984,29.454198179760315,53.77418259343639,UFC 229
Justin Gaethje,Jon Jones,Justin Gaethje,2019-05-09,150,-180,19,4,0,11,4,0,38,27,171,178,190,174,Orthodox,Southpaw,Light Heavyweight,False,Decision - Split,5,32.06472227714832,31.87472591029503,1.8237847960059654,3.674348967717682,57.305679554926535,38.154051707993425,UFC 293
Jamahal Hill,Jorge Masvidal,Jamahal Hill,2017-04-20,-200,170,10,4,0,17,3,0,31,38,190,179,175,192,Orthodox,Southpaw,Light Heavyweight,False,Decision - Split,3,64.38780623164573,52.13537412355785,3.258073932457103,0.36813448986623776,32.6144805764783,38.08163401907594,UFC 281
Nick Diaz,Francis Ngannou,Nick Diaz,2022-05-23,-200,170,22,0,0,15,2,0,37,28,188,170,182,210,Orthodox,Switch,Light Heavyweight,False,Decision - Unanimous,3,56.54636494344605,48.22388136254059,3.22150434842533,0.14296668581217054,62.532412914745464,58.54277803923659,UFC 223
Francis Ngannou,Georges St-Pierre,Georges St-Pierre,2017-08-08,-200,170,10,4,0,25,0,0,31,27,175,176,198,189,Southpaw,Switch,Welterweight,False,KO/TKO,2,52.30145991777654,63.454440778435206,3.024182865624867,1.7513880714359717,38.38061639210485,56.207920641883554,UFC 250
Max Holloway,Israel Adesanya,Max Holloway,2021-11-09,150,-180,23,5,0,24,0,0,26,36,192,193,182,173,Switch,Southpaw,Light Heavyweight,False,Decision - Split,5,45.46417248566913,30.51023786044032,2.6939767961568544,2.143924296539299,51.609813974759334,58.234695183618484,UFC 260
Alex Pereira,Anderson Silva,Anderson Silva,2021-04-14,150,-180,24,4,0,21,2,0,38,31,173,194,174,196,Switch,Southpaw,Light Heavyweight,False,Decision - Unanimous,2,37.55612030196224,44.236876955545526,0.14136672231895453,3.699748384917304,47.05178382688042,42.76441928303451,UFC 206
Colby Covington,Conor McGregor,Colby Covington,2019-07-10,-200,170,16,3,0,22,3,0,26,32,182,192,206,193,Orthodox,Orthodox,Light Heavyweight,False,Decision - Unanimous,3,30.9497827413127,62.64624637418402,2.957372011570615,0.2187980603269355,62.071226932777826,47.20004402060444,UFC 204
Kamaru Usman,Nick Diaz,Kamaru Usman,2020-01-31,150,-180,19,3,0,25,2,0,31,36,189,175,188,188,Southpaw,Switch,Lightweight,False,KO/TKO,2,41.37835834635166,61.98140938098656,1.2692208603241109,0.10391060360327975,47.04926771630242,66.70168311245848,UFC 264
Kamaru Usman,Max Holloway,Kamaru Usman,2015-11-19,-200,170,15,3,0,11,5,0,35,38,190,183,174,186,Southpaw,Switch,Heavyweight,False,Submission,1,46.00126501963114,46.48972892439404,2.1078765189069197,3.1149372012681886,64.07239390420632,59.21460527430133,UFC 236
Khabib Nurmagomedov,Michael Chandler,Michael Chandler,2018-07-12,150,-180,21,0,0,22,4,0,34,33,186,177,173,176,Orthodox,Southpaw,Light Heavyweight,False,KO/TKO,2,33.998155088302745,30.570546371063532,2.716185856455923,2.4888010193704893,29.925160634820656,21.671718805078925,UFC 272
Michael Chandler,Alex Pereira,Michael Chandler,2018-10-16,-200,170,13,0,0,25,2,0,38,33,170,189,177,193,Orthodox,Southpaw,Welterweight,True,Submission,3,31.07600147912541,55.93126097286182,0.9650539567781982,3.0618635590876946,27.22051282104458,22.977533578501905,UFC 233
Anderson Silva,Colby Covington,Colby Covington,2017-05-22,-200,170,18,3,0,15,3,0,32,37,181,181,183,190,Switch,Switch,Middleweight,False,Submission,1,38.594054907287585,35.53200187603456,3.2200509527907615,2.5099658972667576,66.9474419954752,41.37480445150675,UFC 275
Leon Edwards,Israel Adesanya,Israel Adesanya,2019-05-11,150,-180,16,4,0,24,2,0,29,36,189,185,201,197,Southpaw,Southpaw,Middleweight,False,Submission,4,56.477580119871305,48.486887282280776,3.887017113483825,3.548115524273283,32.96983021030678,38.512902966229866,UFC 222
Georges St-Pierre,Michael Chandler,Georges St-Pierre,2016-03-20,150,-180,21,5,0,18,3,0,32,31,186,193,195,206,Southpaw,Southpaw,Lightweight,False,KO/TKO,1,40.06010102292292,57.37814207770606,1.2293694332976597,3.8178165592159874,41.64553936407736,54.11504751644422,UFC 204
Alex Pereira,Colby Covington,Colby Covington,2017-12-15,-200,170,17,1,0,12,2,0,31,31,192,187,195,208,Southpaw,Southpaw,Light Heavyweight,False,Submission,3,46.78465379755359,44.07797270974528,3.310666014110911,1.8197837836069208,66.64397767890222,51.75850740731193,UFC 309
Max Holloway,Charles Oliveira,Max Holloway,2020-01-19,150,-180,17,2,0,25,5,0,31,25,182,193,188,180,Switch,Southpaw,Light Heavyweight,False,KO/TKO,3,58.45926169070255,38.25333497303883,0.3764524831473244,3.516060740401582,25.515111346862632,66.12850741062474,UFC 204
Jamahal Hill,Dustin Poirier,Dustin Poirier,2015-03-20,-200,170,17,5,0,15,4,0,26,32,177,186,209,204,Switch,Orthodox,Light Heavyweight,False,Decision - Unanimous,2,31.053203424203698,40.00962974799211,1.1461764583764489,1.9871139900981851,33.4409094551683,20.284994330172704,UFC 306
Georges St-Pierre,Charles Oliveira,Georges St-Pierre,2015-07-16,-200,170,24,3,0,22,5,0,35,32,191,183,178,194,Switch,Switch,Light Heavyweight,False,Decision - Unanimous,1,53.29883105254341,37.02448933049266,2.3817212640508636,3.703678154475828,44.69099304988084,41.135746322037214,UFC 232
Georges St-Pierre,Kamaru Usman,Kamaru Usman,2016-02-13,-200,170,10,1,0,24,4,0,35,37,178,183,209,184,Orthodox,Orthodox,Light Heavyweight,False,Submission,3,42.83370974047294,56.75450253753891,2.1904858202593878,2.222090611963305,52.39459046939295,40.76281125134389,UFC 239
Colby Covington,Justin Gaethje,Justin Gaethje,2019-09-07,-200,170,15,5,0,22,0,0,27,25,184,172,209,187,Switch,Switch,Light Heavyweight,False,KO/TKO,4,52.1980646776895,58.208040759675825,1.3922970044681828,2.278142265241301,50.57250036247197,32.029896970945785,UFC 290
Georges St-Pierre,Conor McGregor,Conor McGregor,2020-11-03,-200,170,20,0,0,24,5,0,34,27,180,190,197,177,Orthodox,Switch,Light Heavyweight,True,Submission,4,53.092995345503205,44.28878185730372,0.12000691111291806,0.1465844525684199,63.061543291101444,40.445959113380326,UFC 282
Daniel Cormier,Alexander Volkanovski,Daniel Cormier,2016-08-18,-200,170,18,1,0,17,2,0,34,37,185,178,199,172,Southpaw,Switch,Heavyweight,False,KO/TKO,4,43.852835334376984,38.69941224462815,2.798907848481114,2.6031261742522283,35.55102376388133,62.03992351983989,UFC 215
Max Holloway,Jon Jones,Max Holloway,2015-07-19,-200,170,22,1,0,12,2,0,31,27,173,194,198,181,Switch,Southpaw,Middleweight,False,Decision - Split,3,57.76990661752559,64.22835988591581,2.8120380680806747,3.350851513494966,67.70150683614241,59.28272451262931,UFC 249
Nate Diaz,Jon Jones,Jon Jones,2018-10-24,150,-180,21,2,0,12,3,0,34,25,193,186,210,189,Orthodox,Southpaw,Heavyweight,False,KO/TKO,4,44.7084768189444,46.146538875199845,2.080579712732663,2.094749799387296,47.05011571727449,53.23761384336416,UFC 256
Ciryl Gane,Daniel Cormier,Daniel Cormier,2020-02-24,150,-180,24,5,0,24,3,0,29,31,183,183,185,189,Southpaw,Switch,Light Heavyweight,False,Submission,1,59.36016749839719,63.14061822584352,1.4748658378645056,1.8174897958109146,24.86347929620203,58.29567798589435,UFC 201
Ciryl Gane,Islam Makhachev,Islam Makhachev,2017-11-27,150,-180,23,0,0,15,5,0,35,29,194,171,189,208,Orthodox,Orthodox,Middleweight,False,Decision - Unanimous,5,56.72417161641805,60.57721148817026,1.5002579528286857,3.238559613006614,31.90146799455234,46.82168131612352,UFC 264
Israel Adesanya,Georges St-Pierre,Georges St-Pierre,2018-12-13,-200,170,20,1,0,25,3,0,34,32,174,190,200,185,Switch,Southpaw,Heavyweight,False,Submission,3,47.46086869902872,46.15551580834154,3.9240804664575886,1.4865599579243218,26.161580019728003,46.44821244602849,UFC 249
Nick Diaz,Sean O'Malley,Sean O'Malley,2014-11-22,150,-180,23,5,0,16,4,0,38,34,188,180,179,188,Southpaw,Switch,Welterweight,False,Decision - Unanimous,5,42.03950534327468,38.32221294836464,1.32227403408729,3.4658508319122356,37.5609792520531,32.747330586059924,UFC 284
Tony Ferguson,Jorge Masvidal,Jorge Masvidal,2023-07-24,150,-180,13,1,0,24,4,0,37,33,190,172,187,198,Southpaw,Southpaw,Light Heavyweight,False,Decision - Unanimous,3,39.01626020392924,49.08844757976868,1.3276301213422275,3.0147199351709912,66.54371780606836,69.35393583399772,UFC 241
Max Holloway,Ciryl Gane,Ciryl Gane,2023-05-20,-200,170,25,4,0,10,4,0,27,36,173,193,172,203,Switch,Switch,Middleweight,False,Decision - Split,5,58.75269845542816,48.767469431626054,1.93170133063688,1.927344493355735,47.15642467242763,20.477060922818517,UFC 307
Tony Ferguson,Nate Diaz,Nate Diaz,2016-07-29,-200,170,22,0,0,18,0,0,37,27,194,192,170,191,Orthodox,Switch,Lightweight,True,Decision - Unanimous,3,33.90899980775589,38.69733735341413,3.6939678779921374,2.1258588546960118,50.11827152600003,51.92030093570141,UFC 205
Israel Adesanya,Max Holloway,Max Holloway,2017-05-02,-200,170,17,1,0,16,5,0,34,30,187,191,183,189,Orthodox,Switch,Light Heavyweight,False,Submission,4,39.13255527988461,32.856576873060654,1.3802075329745982,1.8066776481368954,47.820485154014,31.158578681412035,UFC 247
Tom Aspinall,Nate Diaz,Tom Aspinall,2020-03-16,150,-180,19,1,0,20,4,0,33,36,188,189,202,186,Switch,Orthodox,Light Heavyweight,False,Decision - Unanimous,4,38.588182562953094,63.808627859146746,0.5776657421219276,2.264439151476594,56.40654482814368,26.81702484296267,UFC 267
Anderson Silva,Max Holloway,Max Holloway,2022-04-25,-200,170,19,5,0,22,0,0,26,32,181,173,195,174,Switch,Southpaw,Middleweight,False,Decision - Split,3,30.65266125379408,58.734941376627,1.643788035100497,2.04171899784384,21.308106434293805,65.06949600267968,UFC 218
Ciryl Gane,Max Holloway,Max Holloway,2014-06-20,-200,170,25,1,0,21,2,0,38,30,192,190,171,180,Southpaw,Southpaw,Heavyweight,True,Decision - Unanimous,2,53.625323171061794,45.89950490067794,0.8203888476549501,0.6262862110520158,36.086690071871615,47.31242053269583,UFC 288
Conor McGregor,Francis Ngannou,Francis Ngannou,2019-12-01,-200,170,22,3,0,11,0,0,29,38,174,173,171,192,Southpaw,Switch,Lightweight,True,Decision - Unanimous,1,37.34604289184006,43.70759357263787,1.1224726070576336,0.41365161482555735,32.74018350206668,33.64092226597644,UFC 292
Conor McGregor,Jon Jones,Jon Jones,2017-05-22,-200,170,15,0,0,10,3,0,28,30,186,185,204,170,Orthodox,Orthodox,Light Heavyweight,True,Decision - Split,2,42.24390477840616,55.52526011061411,3.198172425018911,0.38746536482458316,37.00542075031088,34.088417410227414,UFC 301
Max Holloway,Israel Adesanya,Israel Adesanya,2017-11-15,150,-180,14,1,0,12,5,0,26,32,176,189,193,208,Orthodox,Switch,Heavyweight,False,Submission,1,49.796132266014965,40.44556171316112,3.6817552783376417,0.8955032189343193,37.095469614614615,50.85114892948031,UFC 218
Colby Covington,Daniel Cormier,Daniel Cormier,2014-03-05,150,-180,23,3,0,21,4,0,28,38,194,195,183,210,Southpaw,Southpaw,Light Heavyweight,False,Decision - Split,1,30.886867768434378,36.14709053759085,2.9707787464417073,1.5183410285772974,63.66353177081373,34.90777905409372,UFC 280
Tony Ferguson,Leon Edwards,Tony Ferguson,2018-02-09,-200,170,14,1,0,14,4,0,31,32,172,190,205,196,Orthodox,Switch,Light Heavyweight,False,KO/TKO,4,55.87851756178798,38.779826793283014,2.3512632668960713,3.755630225916581,41.56462713638682,39.034233581145344,UFC 205
Alex Pereira,Anderson Silva,Anderson Silva,2018-01-08,-200,170,13,2,0,20,5,0,36,25,182,172,197,190,Southpaw,Switch,Lightweight,False,Decision - Unanimous,2,42.81462131958753,30.96651700081875,2.7268289512364468,1.2426005831835178,45.08857055706624,65.3511587447945,UFC 301
Tom Aspinall,Max Holloway,Max Holloway,2015-08-08,-200,170,11,3,0,25,0,0,27,31,185,174,182,171,Orthodox,Southpaw,Welterweight,False,Submission,1,42.12944281120412,62.36920144797584,0.9755453854686258,1.307572645539814,24.431359103831547,68.33636933734638,UFC 259
Georges St-Pierre,Anderson Silva,Anderson Silva,2021-12-03,-200,170,21,0,0,12,4,0,37,27,181,172,196,172,Orthodox,Orthodox,Light Heavyweight,False,Submission,4,46.98690047129563,49.73949409198944,3.9836137363995654,0.957492469617566,57.00930043974871,21.334544472939776,UFC 244
Nick Diaz,Alex Pereira,Nick Diaz,2017-10-19,-200,170,25,0,0,20,0,0,37,27,179,182,172,201,Southpaw,Orthodox,Heavyweight,False,KO/TKO,2,43.76628336520873,38.19834403738728,0.8130494391341156,2.326893269749557,45.001234896729656,68.84303820784652,UFC 223
Israel Adesanya,Alexander Volkanovski,Israel Adesanya,2016-10-25,150,-180,20,1,0,23,0,0,31,34,194,190,209,189,Switch,Orthodox,Middleweight,False,Decision - Unanimous,4,50.70038802262657,44.43861475841429,0.27186067237025213,0.2516508232266843,40.403789467285314,43.01990475225723,UFC 266
Daniel Cormier,Ciryl Gane,Ciryl Gane,2014-07-08,150,-180,13,2,0,20,1,0,34,33,181,191,189,170,Orthodox,Orthodox,Heavyweight,False,Decision - Unanimous,3,58.657646633190595,61.69576816676964,0.8693362358739312,2.8026469250773802,55.9750428753676,20.708730342965485,UFC 238
Islam Makhachev,Georges St-Pierre,Islam Makhachev,2019-08-29,150,-180,16,2,0,17,4,0,28,26,184,187,178,189,Orthodox,Orthodox,Lightweight,False,KO/TKO,5,58.651654552609116,61.827789212894075,2.967049852534991,1.0068018874111226,34.628322329370015,47.13661208255533,UFC 213
Khabib Nurmagomedov,Aljamain Sterling,Aljamain Sterling,2020-01-13,-200,170,11,1,0,23,5,0,27,34,192,195,189,173,Southpaw,Orthodox,Heavyweight,False,KO/TKO,2,44.939041105745176,62.47611888613086,3.112079473974628,0.8960925744141579,51.78305905342567,49.95915198590312,UFC 247
Justin Gaethje,Conor McGregor,Justin Gaethje,2015-09-10,150,-180,11,2,0,16,4,0,30,34,195,188,206,200,Southpaw,Switch,Lightweight,True,KO/TKO,4,41.258215633871934,34.61007108201005,1.5737141868836861,2.3749677935788376,45.512194655824985,38.321755327646365,UFC 265
Islam Makhachev,Khabib Nurmagomedov,Islam Makhachev,2022-12-13,-200,170,21,1,0,23,5,0,28,29,177,179,209,196,Orthodox,Orthodox,Light Heavyweight,False,Decision - Split,1,57.47824444687875,52.00186103687124,0.711327222545469,3.997636103372611,48.5926953434127,44.1156480427379,UFC 233
Israel Adesanya,Sean O'Malley,Sean O'Malley,2020-07-06,-200,170,18,1,0,13,0,0,31,36,170,185,201,173,Orthodox,Southpaw,Welterweight,False,Decision - Split,4,54.3581640378587,30.757605241647266,0.6326019115583841,2.256588982598211,38.399631968254525,55.50037252892167,UFC 213
Conor McGregor,Sean O'Malley,Conor McGregor,2021-06-19,150,-180,16,2,0,23,2,0,34,28,183,194,183,181,Switch,Southpaw,Lightweight,False,Decision - Split,4,64.14722136934944,30.398200215010945,1.0287832058526316,0.5823764107969644,30.724398168773988,39.917563304558655,UFC 273
Max Holloway,Ciryl Gane,Max Holloway,2023-01-06,150,-180,14,3,0,10,3,0,35,27,192,175,171,203,Orthodox,Southpaw,Middleweight,False,Decision - Unanimous,3,43.52970735094654,50.368559966209574,0.08137893849725897,0.6341102921601736,29.456876075484,43.28930470714887,UFC 248
Jamahal Hill,Jon Jones,Jon Jones,2016-11-02,150,-180,17,0,0,12,5,0,25,26,176,175,209,175,Southpaw,Orthodox,Welterweight,True,Decision - Unanimous,1,41.31765464290635,52.006735892362755,2.8415233867203895,0.5866727731423587,37.389710145218174,46.671780904894156,UFC 238
Conor McGregor,Alexander Volkanovski,Alexander Volkanovski,2022-10-14,150,-180,24,1,0,17,3,0,33,29,187,194,187,199,Southpaw,Southpaw,Light Heavyweight,False,KO/TKO,3,56.06260983296279,63.06537543353127,1.1817450719757514,1.9861390147619358,57.017268194436184,23.635000588542642,UFC 268
Michael Chandler,Tony Ferguson,Tony Ferguson,2014-11-26,150,-180,21,5,0,11,4,0,26,33,182,193,206,180,Orthodox,Switch,Heavyweight,False,Submission,4,56.79491325953008,45.252737565575586,3.1908856562232946,1.6976190194112584,61.52277183018941,29.27819010559311,UFC 249
Daniel Cormier,Nick Diaz,Daniel Cormier,2014-06-02,-200,170,24,4,0,10,2,0,31,27,190,173,183,192,Switch,Switch,Welterweight,False,KO/TKO,1,64.57990454911099,61.47089235628022,2.8787026698657567,2.5990296715353183,51.57646639971863,47.4245180455893,UFC 289
Tony Ferguson,Jorge Masvidal,Jorge Masvidal,2023-07-04,-200,170,12,5,0,25,5,0,37,34,175,176,182,191,Southpaw,Switch,Middleweight,False,KO/TKO,5,51.4650113000495,52.80338945728735,1.6655241794821385,1.9014847402179065,31.97676507752259,28.85791626768352,UFC 257
Belal Muhammad,Conor McGregor,Belal Muhammad,2022-12-06,150,-180,19,3,0,25,2,0,34,31,173,177,174,196,Orthodox,Southpaw,Lightweight,False,KO/TKO,2,61.3117855068226,43.85319100784264,1.2516499297044907,1.2657181426929953,26.19327306850341,61.70920381885958,UFC 207
Kamaru Usman,Justin Gaethje,Kamaru Usman,2015-06-06,-200,170,18,5,0,13,0,0,37,26,172,182,203,174,Southpaw,Switch,Welterweight,False,KO/TKO,3,57.283438597185096,50.66144356106817,1.5327146031733316,0.5639641574521828,63.8761594645536,21.369785077849063,UFC 239
Daniel Cormier,Michael Chandler,Daniel Cormier,2018-02-16,150,-180,21,2,0,25,5,0,37,25,188,179,206,184,Switch,Switch,Middleweight,False,Decision - Unanimous,3,45.22430746899834,61.5888999780414,0.8619534763106604,2.5821094237390905,38.92982001215372,49.245177164234725,UFC 221
Sean O'Malley,Max Holloway,Max Holloway,2016-09-04,-200,170,18,3,0,20,3,0,36,28,193,188,177,175,Southpaw,Southpaw,Lightweight,False,KO/TKO,3,62.68865027933019,53.82135584937424,1.8033327881278374,3.2087125470883238,61.12416304285441,62.82290801746338,UFC 203
Gilbert Burns,Justin Gaethje,Gilbert Burns,2018-03-12,150,-180,17,3,0,17,3,0,29,36,171,180,193,190,Orthodox,Orthodox,Welterweight,False,Submission,4,51.737041933158324,56.06626769701117,2.530611737976264,2.6055697550045642,36.28066235358634,29.84861312126867,UFC 225
Conor McGregor,Colby Covington,Colby Covington,2015-04-18,-200,170,25,2,0,23,2,0,38,30,173,174,201,199,Switch,Orthodox,Heavyweight,False,Decision - Unanimous,2,33.05900911218794,55.34274013081041,0.221294067619624,1.1920923079202423,57.03116564011674,26.264001103350083,UFC 275
Max Holloway,Sean O'Malley,Max Holloway,2017-06-24,-200,170,11,1,0,17,4,0,33,25,184,181,178,175,Switch,Southpaw,Heavyweight,False,Decision - Split,1,30.689168945492046,59.2035148742471,1.0083492529994125,1.3038246967464238,67.3778039372138,24.12927032380069,UFC 294
Michael Chandler,Sean O'Malley,Michael Chandler,2019-12-06,-200,170,11,3,0,13,4,0,30,25,181,175,205,174,Switch,Switch,Light Heavyweight,False,Decision - Unanimous,5,36.661295792148266,46.86466561712723,1.0601057828164762,2.948266349309443,49.31482695466231,20.350771129149674,UFC 226
Jamahal Hill,Leon Edwards,Leon Edwards,2014-08-21,-200,170,19,0,0,24,2,0,32,25,173,173,193,171,Orthodox,Orthodox,Light Heavyweight,False,KO/TKO,1,56.7410433390537,48.55663495150499,1.690174630692844,2.6308843565276323,23.919078328228792,30.61270947849259,UFC 255
Jamahal Hill,Colby Covington,Colby Covington,2017-12-02,150,-180,23,3,0,15,5,0,38,37,193,181,197,196,Switch,Southpaw,Light Heavyweight,False,KO/TKO,3,55.20270425052865,33.39871250385804,3.050131168412252,0.45541492507064785,57.432073850552705,24.44342182040792,UFC 229
Colby Covington,Jorge Masvidal,Jorge Masvidal,2020-11-08,-200,170,13,4,0,19,5,0,26,34,176,177,183,200,Southpaw,Switch,Lightweight,False,Decision - Split,5,61.674238220578474,61.10324826761301,2.6898302484651335,1.1733082018498413,65.32661042553855,21.522767020964398,UFC 203
Michael Chandler,Belal Muhammad,Belal Muhammad,2018-06-26,-200,170,18,2,0,20,2,0,25,25,195,192,204,206,Southpaw,Switch,Lightweight,False,KO/TKO,3,48.14049698251276,36.0434305780128,0.08583414488397123,1.56528314435556,44.938801799835105,69.33513097287546,UFC 294
Charles Oliveira,Kamaru Usman,Charles Oliveira,2023-11-02,-200,170,21,0,0,13,1,0,30,30,188,193,188,184,Orthodox,Southpaw,Heavyweight,True,Submission,3,35.7381513116235,53.125154794792664,0.6719416068589656,3.6655012218596466,51.0598265636561,50.39273493344354,UFC 307
Nick Diaz,Belal Muhammad,Nick Diaz,2017-09-12,-200,170,23,0,0,18,4,0,28,28,176,173,193,202,Switch,Switch,Heavyweight,False,Decision - Unanimous,5,39.067602852366356,44.91972853313915,1.7959486701809881,2.261904423575803,29.692666699159492,61.70882106431131,UFC 264
Colby Covington,Michael Chandler,Michael Chandler,2021-03-28,150,-180,14,1,0,24,4,0,31,26,186,191,176,199,Southpaw,Switch,Heavyweight,False,Decision - Unanimous,4,42.02467894843297,51.28599137611381,2.7350269247594747,0.5884729962241027,41.70042734670191,32.067009911923236,UFC 206
Francis Ngannou,Islam Makhachev,Francis Ngannou,2016-01-03,150,-180,25,0,0,23,5,0,28,36,193,180,182,199,Orthodox,Southpaw,Middleweight,False,Decision - Split,4,54.730918238449775,63.070441807211516,3.1911589625863415,1.1105750910976186,68.82643531042794,53.68076258838929,UFC 307
Tony Ferguson,Dustin Poirier,Dustin Poirier,2016-02-27,-200,170,11,0,0,10,4,0,25,30,192,187,172,174,Southpaw,Switch,Lightweight,False,Decision - Unanimous,2,54.43467535739039,30.876634696231132,3.475797538665739,1.2852793011959776,48.583975369499775,47.489259959724926,UFC 258
Kamaru Usman,Jorge Masvidal,Jorge Masvidal,2014-09-16,150,-180,23,0,0,20,5,0,29,37,190,170,182,206,Southpaw,Switch,Lightweight,False,Decision - Split,2,48.33025558452351,44.702903667747705,2.356727738534607,1.584646737798221,35.63710075442471,26.282348653392845,UFC 216
Jon Jones,Tom Aspinall,Tom Aspinall,2021-07-29,-200,170,24,4,0,14,2,0,29,37,181,171,196,177,Switch,Southpaw,Lightweight,False,KO/TKO,4,30.1610040144778,35.73160674338963,3.8564558928563413,2.3862744476630855,47.077392773879964,44.33055112629124,UFC 220
Alexander Volkanovski,Conor McGregor,Conor McGregor,2019-05-09,150,-180,12,3,0,20,4,0,28,25,182,173,203,174,Orthodox,Southpaw,Heavyweight,False,Submission,1,63.71626492526103,35.61626688179345,3.288150565236993,0.22393668828103808,66.72230762857262,66.43791410609137,UFC 228
Conor McGregor,Nate Diaz,Conor McGregor,2021-01-29,150,-180,22,4,0,14,2,0,28,36,178,170,179,184,Southpaw,Switch,Welterweight,False,Decision - Unanimous,5,61.5774157033736,35.61108922065853,1.0362459851857917,1.5447237984086928,50.58570698989592,24.831987414844043,UFC 204
Francis Ngannou,Sean O'Malley,Francis Ngannou,2014-01-18,150,-180,21,2,0,11,5,0,38,29,175,179,197,188,Switch,Southpaw,Heavyweight,False,Decision - Unanimous,4,61.95567486373155,30.749320987045767,2.435640491333972,3.5634522772635844,55.06288214255681,32.44479266800355,UFC 244
Colby Covington,Leon Edwards,Leon Edwards,2015-07-24,-200,170,20,4,0,14,0,0,26,26,176,186,194,182,Orthodox,Southpaw,Welterweight,False,Decision - Split,3,50.01011224126488,56.80290688812547,2.213657046887541,1.7195045786016832,56.07755262668514,61.150781387428395,UFC 214
Georges St-Pierre,Alexander Volkanovski,Georges St-Pierre,2022-06-16,-200,170,24,5,0,12,2,0,30,37,186,170,184,183,Switch,Southpaw,Middleweight,False,Decision - Split,2,37.67322528818928,59.38768732467801,0.7143091645599502,3.174539890447496,37.082297633500865,61.37556965102698,UFC 260
Leon Edwards,Tony Ferguson,Tony Ferguson,2014-05-02,-200,170,18,3,0,23,1,0,25,29,192,172,209,195,Southpaw,Switch,Welterweight,False,Decision - Unanimous,1,60.879908809926214,38.09205985260429,2.2391514458554713,0.48826701735653977,38.48384746237272,57.11946655355918,UFC 290
Khabib Nurmagomedov,Charles Oliveira,Charles Oliveira,2015-12-16,150,-180,19,1,0,12,2,0,38,28,193,183,203,205,Switch,Switch,Lightweight,False,Decision - Split,3,51.97467212359089,49.23954665978617,2.5097956982595475,1.0736814721372796,56.779373529434494,60.71704718049764,UFC 310
