home_score,away_score,point_differential,total_points,close_game,week,season_progress,playoff,division_game,overtime,spread_line,underdog_game,favorite_won,home_wins,away_wins,record_differential,combined_wins,rivalry_games,rivalry_intensity,has_qb_data,indoor_game,has_weather,home_qb_length,home_qb_syllables,home_qb_vowel_ratio,home_qb_consonant_ratio,home_qb_prestige_score,away_qb_length,away_qb_syllables,away_qb_vowel_ratio,away_qb_consonant_ratio,away_qb_prestige_score,qb_prestige_diff,qb_name_length_diff,home_elite_brand,away_elite_brand,brand_matchup,underdog_intensity,game_closeness,overtime_drama,playoff_game,late_season,season_stakes,rivalry_score,division_rivalry,home_momentum,away_momentum,momentum_differential
38,24,14,62,0,13,0.7647058823529411,0,0,0,3.0,0,0,9,6,3,15,1,0.02,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.2142857142857142,0.5333333333333333,0.0,0.0,1.0,0.5,0.0333333333333333,0.0,0.8181818181818182,0.5454545454545454,0.2727272727272728
40,7,33,47,0,13,0.7647058823529411,0,0,0,8.5,1,0,8,4,4,12,4,0.08,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.6071428571428571,0.0,0.0,0.0,1.0,0.5,0.1333333333333333,0.0,0.7272727272727273,0.3636363636363636,0.3636363636363636
10,20,-10,30,0,13,0.7647058823529411,0,0,0,-3.5,0,0,2,7,-5,9,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.25,0.6666666666666667,0.0,0.0,1.0,0.5,0.0,0.0,0.1818181818181818,0.6363636363636364,-0.4545454545454545
13,28,-15,41,0,13,0.7647058823529411,0,0,0,6.5,0,1,5,7,-2,12,2,0.04,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.4642857142857143,0.5,0.0,0.0,1.0,0.5,0.0666666666666666,0.0,0.4545454545454545,0.6363636363636364,-0.1818181818181818
21,13,8,34,0,13,0.7647058823529411,0,0,0,7.0,1,0,5,6,-1,11,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.5,0.7333333333333334,0.0,0.0,1.0,0.5,0.0,0.0,0.4545454545454545,0.5454545454545454,-0.0909090909090908
28,29,-1,57,1,13,0.7647058823529411,0,0,0,5.0,0,1,7,8,-1,15,0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.3571428571428571,0.9666666666666668,0.0,0.0,1.0,0.5,0.0,0.0,0.6363636363636364,0.7272727272727273,-0.0909090909090909
26,10,16,36,0,13,0.7647058823529411,0,0,0,13.0,1,0,9,4,5,13,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.9285714285714286,0.4666666666666667,0.0,0.0,1.0,0.5,0.0,0.0,0.8181818181818182,0.3636363636363636,0.4545454545454546
38,6,32,44,0,13,0.7647058823529411,0,0,0,3.5,0,0,6,7,-1,13,2,0.04,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.25,0.0,0.0,0.0,1.0,0.5,0.0666666666666666,0.0,0.5454545454545454,0.6363636363636364,-0.0909090909090909
24,14,10,38,0,13,0.7647058823529411,0,0,0,7.0,1,0,6,8,-2,14,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.5,0.6666666666666667,0.0,0.0,1.0,0.5,0.0,0.0,0.5454545454545454,0.7272727272727273,-0.1818181818181818
32,14,18,46,0,13,0.7647058823529411,0,0,0,1.0,0,0,3,5,-2,8,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0714285714285714,0.4,0.0,0.0,1.0,0.5,0.0,0.0,0.2727272727272727,0.4545454545454545,-0.1818181818181818
26,6,20,32,0,13,0.7647058823529411,0,0,0,0.0,0,0,2,1,1,3,2,0.04,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.3333333333333333,0.0,0.0,1.0,0.5,0.0666666666666666,0.0,0.1818181818181818,0.0909090909090909,0.0909090909090909
21,28,-7,49,1,13,0.7647058823529411,0,0,0,3.5,0,1,5,6,-1,11,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.25,0.7666666666666666,0.0,0.0,1.0,0.5,0.0,0.0,0.4545454545454545,0.5454545454545454,-0.0909090909090908
31,23,8,54,0,13,0.7647058823529411,0,0,0,2.5,0,0,4,7,-3,11,1,0.02,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.1785714285714285,0.7333333333333334,0.0,0.0,1.0,0.5,0.0333333333333333,0.0,0.3636363636363636,0.6363636363636364,-0.2727272727272727
10,41,-31,51,0,13,0.7647058823529411,0,0,0,1.0,0,1,3,5,-2,8,1,0.02,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0714285714285714,0.0,0.0,0.0,1.0,0.5,0.0333333333333333,0.0,0.2727272727272727,0.4545454545454545,-0.1818181818181818
21,13,8,34,0,14,0.8235294117647058,0,1,0,3.5,0,0,9,10,-1,19,4,0.08,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.25,0.7333333333333334,0.0,0.0,1.0,0.5,0.1333333333333333,1.0,0.75,0.8333333333333334,-0.0833333333333333
26,23,3,49,1,14,0.8235294117647058,0,0,0,-2.0,0,1,7,5,2,12,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.1428571428571428,0.9,0.0,0.0,1.0,0.5,0.0,0.0,0.5833333333333334,0.4166666666666667,0.1666666666666666
14,42,-28,56,0,14,0.8235294117647058,0,0,0,-4.5,0,0,4,7,-3,11,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.3214285714285714,0.0666666666666666,0.0,0.0,1.0,0.5,0.0,0.0,0.3333333333333333,0.5833333333333334,-0.25
20,17,3,37,1,14,0.8235294117647058,0,1,0,7.5,1,0,8,3,5,11,4,0.08,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.5357142857142857,0.9,0.0,0.0,1.0,0.5,0.1333333333333333,1.0,0.6666666666666666,0.25,0.4166666666666666
10,23,-13,33,0,14,0.8235294117647058,0,1,0,-4.0,0,0,0,4,-4,4,4,0.08,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.2857142857142857,0.5666666666666667,0.0,0.0,1.0,0.5,0.1333333333333333,1.0,0.0,0.3333333333333333,-0.3333333333333333
10,7,3,17,1,14,0.8235294117647058,0,1,0,-3.5,0,1,8,11,-3,19,4,0.08,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.25,0.9,0.0,0.0,1.0,0.5,0.1333333333333333,1.0,0.6666666666666666,0.9166666666666666,-0.25
13,10,3,23,1,14,0.8235294117647058,0,0,0,2.0,0,0,6,8,-2,14,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.1428571428571428,0.9,0.0,0.0,1.0,0.5,0.0,0.0,0.5,0.6666666666666666,-0.1666666666666666
17,22,-5,39,1,14,0.8235294117647058,0,1,0,6.5,0,1,6,6,0,12,4,0.08,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.4642857142857143,0.8333333333333334,0.0,0.0,1.0,0.5,0.1333333333333333,1.0,0.5,0.5,0.0
16,25,-9,41,0,14,0.8235294117647058,0,0,0,-3.0,0,0,2,6,-4,8,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.2142857142857142,0.7,0.0,0.0,1.0,0.5,0.0,0.0,0.1666666666666666,0.5,-0.3333333333333333
16,11,5,27,1,14,0.8235294117647058,0,1,0,2.0,0,0,7,5,2,12,4,0.08,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.1428571428571428,0.8333333333333334,0.0,0.0,1.0,0.5,0.1333333333333333,1.0,0.5833333333333334,0.4166666666666667,0.1666666666666666
17,23,-6,40,1,14,0.8235294117647058,0,0,1,3.0,0,1,1,3,-2,4,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.2142857142857142,0.8,1.0,0.0,1.0,0.5,0.0,0.0,0.0833333333333333,0.25,-0.1666666666666666
20,27,-7,47,1,14,0.8235294117647058,0,0,0,-1.0,0,0,6,7,-1,13,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0.0714285714285714,0.7666666666666666,0.0,0.0,1.0,0.5,0.0,0.0,0.5,0.5833333333333334,-0.0833333333333333
28,16,12,44,0,14,0.8235294117647058,0,0,0,1.0,0,0,4,5,-1,9,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0714285714285714,0.6,0.0,0.0,1.0,0.5,0.0,0.0,0.3333333333333333,0.4166666666666667,-0.0833333333333333
38,10,28,48,0,14,0.8235294117647058,0,0,0,-3.0,0,1,6,9,-3,15,3,0.06,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.2142857142857142,0.0666666666666666,0.0,0.0,1.0,0.5,0.1,0.0,0.5,0.75,-0.25
22,27,-5,49,1,14,0.8235294117647058,0,1,0,-1.5,0,0,5,7,-2,12,4,0.08,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.1071428571428571,0.8333333333333334,0.0,0.0,1.0,0.5,0.1333333333333333,1.0,0.4166666666666667,0.5833333333333334,-0.1666666666666666
30,23,7,53,1,14,0.8235294117647058,0,0,0,6.0,0,0,10,7,3,17,1,0.02,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.4285714285714285,0.7666666666666666,0.0,0.0,1.0,0.5,0.0333333333333333,0.0,0.8333333333333334,0.5833333333333334,0.25
24,3,21,27,0,15,0.8823529411764706,0,1,0,15.0,1,0,9,4,5,13,4,0.08,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0714285714285714,0.3,0.0,0.0,1.0,0.5,0.1333333333333333,1.0,0.6923076923076923,0.3076923076923077,0.3846153846153846
13,34,-21,47,0,15,0.8823529411764706,0,1,0,-2.5,0,0,4,8,-4,12,4,0.08,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.1785714285714285,0.3,0.0,0.0,1.0,0.5,0.1333333333333333,1.0,0.3076923076923077,0.6153846153846154,-0.3076923076923077
33,13,20,46,0,15,0.8823529411764706,0,0,0,10.5,1,0,6,0,6,6,1,0.02,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.75,0.3333333333333333,0.0,0.0,1.0,0.5,0.0333333333333333,0.0,0.4615384615384615,0.0,0.4615384615384615
17,6,11,23,0,15,0.8823529411764706,0,0,0,4.0,0,0,9,9,0,18,1,0.02,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.2857142857142857,0.6333333333333333,0.0,0.0,1.0,0.5,0.0333333333333333,0.0,0.6923076923076923,0.6923076923076923,0.0
27,30,-3,57,1,15,0.8823529411764706,0,1,0,-4.5,0,0,3,7,-4,10,4,0.08,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.3214285714285714,0.9,0.0,0.0,1.0,0.5,0.1333333333333333,1.0,0.2307692307692307,0.5384615384615384,-0.3076923076923076
6,34,-28,40,0,15,0.8823529411764706,0,0,0,5.0,0,1,7,6,1,13,0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.3571428571428571,0.0666666666666666,0.0,0.0,1.0,0.5,0.0,0.0,0.5384615384615384,0.4615384615384615,0.0769230769230768
21,20,1,41,1,15,0.8823529411764706,0,1,0,3.5,0,0,7,2,5,9,4,0.08,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.25,0.9666666666666668,0.0,0.0,1.0,0.5,0.1333333333333333,1.0,0.5384615384615384,0.1538461538461538,0.3846153846153846
3,16,-13,19,0,15,0.8823529411764706,0,0,0,-3.0,0,0,8,11,-3,19,3,0.06,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.2142857142857142,0.5666666666666667,0.0,0.0,1.0,0.5,0.1,0.0,0.6153846153846154,0.8461538461538461,-0.2307692307692307
41,48,-7,89,1,15,0.8823529411764706,0,0,0,3.0,0,1,5,5,0,10,1,0.02,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.2142857142857142,0.7666666666666666,0.0,0.0,1.0,0.5,0.0333333333333333,0.0,0.3846153846153846,0.3846153846153846,0.0
16,19,-3,35,1,15,0.8823529411764706,0,1,0,-2.5,0,0,5,10,-5,15,4,0.08,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.1785714285714285,0.9,0.0,0.0,1.0,0.5,0.1333333333333333,1.0,0.3846153846153846,0.7692307692307693,-0.3846153846153846
27,26,1,53,1,15,0.8823529411764706,0,0,0,5.0,0,0,7,5,2,12,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.3571428571428571,0.9666666666666668,0.0,0.0,1.0,0.5,0.0,0.0,0.5384615384615384,0.3846153846153846,0.1538461538461538
20,24,-4,44,1,15,0.8823529411764706,0,1,0,-3.0,0,0,5,8,-3,13,5,0.1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.2142857142857142,0.8666666666666667,0.0,0.0,1.0,0.5,0.1666666666666666,1.0,0.3846153846153846,0.6153846153846154,-0.2307692307692307
41,13,28,54,0,15,0.8823529411764706,0,0,0,13.5,1,0,8,1,7,9,1,0.02,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.9642857142857144,0.0666666666666666,0.0,0.0,1.0,0.5,0.0333333333333333,0.0,0.6153846153846154,0.0769230769230769,0.5384615384615385
26,20,6,46,1,15,0.8823529411764706,0,0,0,7.0,1,0,11,8,3,19,1,0.02,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.5,0.8,0.0,0.0,1.0,0.5,0.0333333333333333,0.0,0.8461538461538461,0.6153846153846154,0.2307692307692307
17,19,-2,36,1,15,0.8823529411764706,0,0,0,6.0,0,1,10,7,3,17,1,0.02,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.4285714285714285,0.9333333333333332,0.0,0.0,1.0,0.5,0.0333333333333333,0.0,0.7692307692307693,0.5384615384615384,0.2307692307692308
15,26,-11,41,0,15,0.8823529411764706,0,0,0,7.0,1,1,8,5,3,13,1,0.02,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.6333333333333333,0.0,0.0,1.0,0.5,0.0333333333333333,0.0,0.6153846153846154,0.3846153846153846,0.2307692307692307
24,19,5,43,1,16,0.9411764705882352,0,1,0,2.0,0,0,5,10,-5,15,4,0.08,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.1428571428571428,0.8333333333333334,0.0,0.0,1.0,0.5,0.1333333333333333,1.0,0.3571428571428571,0.7142857142857143,-0.3571428571428571
31,34,-3,65,1,16,0.9411764705882352,0,1,0,9.0,1,1,10,5,5,15,4,0.08,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.6428571428571429,0.9,0.0,0.0,1.0,0.5,0.1333333333333333,1.0,0.7142857142857143,0.3571428571428571,0.3571428571428571
16,33,-17,49,0,16,0.9411764705882352,0,1,0,-3.0,0,0,6,9,-3,15,4,0.08,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.2142857142857142,0.4333333333333333,0.0,0.0,1.0,0.5,0.1333333333333333,1.0,0.4285714285714285,0.6428571428571429,-0.2142857142857143
12,10,2,22,1,16,0.9411764705882352,0,0,0,3.0,0,0,8,5,3,13,2,0.04,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.2142857142857142,0.9333333333333332,0.0,0.0,1.0,0.5,0.0666666666666666,0.0,0.5714285714285714,0.3571428571428571,0.2142857142857142
33,25,8,58,0,16,0.9411764705882352,0,0,0,3.5,0,0,11,7,4,18,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.25,0.7333333333333334,0.0,0.0,1.0,0.5,0.0,0.0,0.7857142857142857,0.5,0.2857142857142857
31,34,-3,65,1,16,0.9411764705882352,0,1,1,4.5,0,1,7,9,-2,16,4,0.08,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.3214285714285714,0.9,1.0,0.0,1.0,0.5,0.1333333333333333,1.0,0.5,0.6428571428571429,-0.1428571428571429
38,25,13,63,0,16,0.9411764705882352,0,1,0,6.0,0,0,8,7,1,15,4,0.08,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.4285714285714285,0.5666666666666667,0.0,0.0,1.0,0.5,0.1333333333333333,1.0,0.5714285714285714,0.5,0.0714285714285714
41,3,38,44,0,16,0.9411764705882352,0,1,0,17.0,1,0,12,4,8,16,4,0.08,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1.2142857142857142,0.0,0.0,0.0,1.0,0.5,0.1333333333333333,1.0,0.8571428571428571,0.2857142857142857,0.5714285714285714
20,17,3,37,1,16,0.9411764705882352,0,0,0,-4.5,0,1,0,5,-5,5,1,0.02,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.3214285714285714,0.9,0.0,0.0,1.0,0.5,0.0333333333333333,0.0,0.0,0.3571428571428571,-0.3571428571428571
21,22,-1,43,1,16,0.9411764705882352,0,1,0,6.0,0,1,4,1,3,5,4,0.08,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.4285714285714285,0.9666666666666668,0.0,0.0,1.0,0.5,0.1333333333333333,1.0,0.2857142857142857,0.0714285714285714,0.2142857142857142
31,24,7,55,1,16,0.9411764705882352,0,1,0,3.0,0,0,6,8,-2,14,4,0.08,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.2142857142857142,0.7666666666666666,0.0,0.0,1.0,0.5,0.1333333333333333,1.0,0.4285714285714285,0.5714285714285714,-0.1428571428571428
38,17,21,55,0,16,0.9411764705882352,0,1,0,-4.0,0,1,2,8,-6,10,4,0.08,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.2857142857142857,0.3,0.0,0.0,1.0,0.5,0.1333333333333333,1.0,0.1428571428571428,0.5714285714285714,-0.4285714285714285
21,41,-20,62,0,16,0.9411764705882352,0,0,0,-3.0,0,0,3,8,-5,11,1,0.02,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.2142857142857142,0.3333333333333333,0.0,0.0,1.0,0.5,0.0333333333333333,0.0,0.2142857142857142,0.5714285714285714,-0.3571428571428571
31,27,4,58,1,16,0.9411764705882352,0,1,0,5.5,0,0,9,8,1,17,5,0.1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.3928571428571428,0.8666666666666667,0.0,0.0,1.0,0.5,0.1666666666666666,1.0,0.6428571428571429,0.5714285714285714,0.0714285714285715
33,10,23,43,0,16,0.9411764705882352,0,1,0,3.5,0,0,10,8,2,18,4,0.08,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.25,0.2333333333333332,0.0,0.0,1.0,0.5,0.1333333333333333,1.0,0.7142857142857143,0.5714285714285714,0.1428571428571429
42,21,21,63,0,16,0.9411764705882352,0,0,0,6.5,0,0,12,9,3,21,1,0.02,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.4642857142857143,0.3,0.0,0.0,1.0,0.5,0.0333333333333333,0.0,0.8571428571428571,0.6428571428571429,0.2142857142857142
6,44,-38,50,0,17,1.0,0,1,0,-7.0,1,0,4,6,-2,10,4,0.08,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0.0,0.0,1.0,0.5,0.1333333333333333,1.0,0.2666666666666666,0.4,-0.1333333333333333
27,10,17,37,0,17,1.0,0,1,0,-2.5,0,1,5,8,-3,13,4,0.08,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.1785714285714285,0.4333333333333333,0.0,0.0,1.0,0.5,0.1333333333333333,1.0,0.3333333333333333,0.5333333333333333,-0.2
30,10,20,40,0,17,1.0,0,1,0,-3.5,0,1,4,7,-3,11,4,0.08,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.25,0.3333333333333333,0.0,0.0,1.0,0.5,0.1333333333333333,1.0,0.2666666666666666,0.4666666666666667,-0.2
17,16,1,33,1,17,1.0,0,1,0,3.5,0,0,8,6,2,14,4,0.08,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.25,0.9666666666666668,0.0,0.0,1.0,0.5,0.1333333333333333,1.0,0.5333333333333333,0.4,0.1333333333333333
38,10,28,48,0,17,1.0,0,1,0,6.0,0,0,7,3,4,10,4,0.08,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.4285714285714285,0.0666666666666666,0.0,0.0,1.0,0.5,0.1333333333333333,1.0,0.4666666666666667,0.2,0.2666666666666666
27,24,3,51,1,17,1.0,0,1,1,3.5,0,0,10,1,9,11,4,0.08,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.25,0.9,1.0,0.0,1.0,0.5,0.1333333333333333,1.0,0.6666666666666666,0.0666666666666666,0.6
27,13,14,40,0,17,1.0,0,1,0,6.5,0,0,6,13,-7,19,4,0.08,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.4642857142857143,0.5333333333333333,0.0,0.0,1.0,0.5,0.1333333333333333,1.0,0.4,0.8666666666666667,-0.4666666666666667
24,31,-7,55,1,17,1.0,0,1,0,-3.5,0,0,9,9,0,18,4,0.08,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.25,0.7666666666666666,0.0,0.0,1.0,0.5,0.1333333333333333,1.0,0.6,0.6,0.0
24,17,7,41,1,17,1.0,0,1,0,3.0,0,0,8,9,-1,17,4,0.08,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.2142857142857142,0.7666666666666666,0.0,0.0,1.0,0.5,0.1333333333333333,1.0,0.5333333333333333,0.6,-0.0666666666666666
24,20,4,44,1,17,1.0,0,1,0,5.5,0,0,7,3,4,10,4,0.08,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.3928571428571428,0.8666666666666667,0.0,0.0,1.0,0.5,0.1333333333333333,1.0,0.4666666666666667,0.2,0.2666666666666666
27,37,-10,64,0,17,1.0,0,1,0,-5.5,0,0,5,11,-6,16,4,0.08,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.3928571428571428,0.6666666666666667,0.0,0.0,1.0,0.5,0.1333333333333333,1.0,0.3333333333333333,0.7333333333333333,-0.3999999999999999
14,35,-21,49,0,17,1.0,0,1,0,-7.5,1,0,10,13,-3,23,4,0.08,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.5357142857142857,0.3,0.0,0.0,1.0,0.5,0.1333333333333333,1.0,0.6666666666666666,0.8666666666666667,-0.2
38,32,6,70,1,17,1.0,0,1,0,7.5,1,0,10,7,3,17,4,0.08,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.5357142857142857,0.8,0.0,0.0,1.0,0.5,0.1333333333333333,1.0,0.6666666666666666,0.4666666666666667,0.1999999999999999
10,19,-9,29,0,17,1.0,0,1,0,10.0,1,1,9,10,-1,19,4,0.08,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.7142857142857143,0.7,0.0,0.0,1.0,0.5,0.1333333333333333,1.0,0.6,0.6666666666666666,-0.0666666666666666
24,6,18,30,0,17,1.0,0,1,0,1.0,0,0,8,12,-4,20,4,0.08,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0714285714285714,0.4,0.0,0.0,1.0,0.5,0.1333333333333333,1.0,0.5333333333333333,0.8,-0.2666666666666667
