home_score,away_score,point_differential,total_points,close_game,week,season_progress,playoff,division_game,overtime,spread_line,underdog_game,favorite_won,home_wins,away_wins,record_differential,combined_wins,rivalry_games,rivalry_intensity,has_qb_data,indoor_game,has_weather
14,35,-21,49,0,17,1.0,0,1,0,-7.5,1,0,10,13,-3,23,4,0.08,0,0,1
38,32,6,70,1,17,1.0,0,1,0,7.5,1,0,10,7,3,17,4,0.08,0,1,0
10,19,-9,29,0,17,1.0,0,1,0,10.0,1,1,9,10,-1,19,4,0.08,0,0,1
24,6,18,30,0,17,1.0,0,1,0,1.0,0,0,8,12,-4,20,4,0.08,0,0,1
23,25,-2,48,1,17,1.0,0,1,0,-11.5,1,0,2,10,-8,12,4,0.08,0,0,1
26,6,20,32,0,18,1.0588235294117647,1,0,0,8.0,1,0,11,9,2,20,1,0.02,0,0,1
27,14,13,41,0,18,1.0588235294117647,1,0,0,4.0,0,0,9,12,-3,21,1,0.02,0,1,0
30,12,18,42,0,18,1.0588235294117647,1,0,0,11.0,1,0,11,10,1,21,0,0.0,0,0,1
38,13,25,51,0,18,1.0588235294117647,1,0,0,5.0,0,0,10,11,-1,21,0,0.0,0,0,1
34,16,18,50,0,19,1.1176470588235294,1,0,0,16.0,1,0,14,10,4,24,1,0.02,0,0,1
36,20,16,56,0,19,1.1176470588235294,1,0,0,6.5,0,0,11,12,-1,23,0,0.0,0,1,0
31,34,-3,65,1,19,1.1176470588235294,1,0,0,5.5,0,1,13,11,2,24,2,0.04,0,1,0
16,18,-2,34,1,19,1.1176470588235294,1,0,0,2.5,0,1,12,12,0,24,2,0.04,0,0,1
44,21,23,65,0,20,1.1764705882352942,1,0,0,6.5,0,0,12,12,0,24,1,0.02,0,1,0
36,17,19,53,0,20,1.1764705882352942,1,0,0,5.5,0,0,15,13,2,28,1,0.02,0,0,1
28,34,-6,62,1,21,1.2352941176470589,1,0,1,-3.0,0,0,13,16,-3,29,0,0.0,0,1,0
27,42,-15,69,0,1,0.058823529411764705,0,0,0,8.0,1,1,0,0,0,0,2,0.04,0,0,1
35,23,12,58,0,1,0.058823529411764705,0,0,0,-2.5,0,1,0,0,0,0,2,0.04,0,1,0
17,23,-6,40,1,1,0.058823529411764705,0,0,0,-6.5,0,0,0,0,0,0,1,0.02,0,0,1
0,20,-20,20,0,1,0.058823529411764705,0,1,0,2.5,0,1,0,0,0,0,6,0.12,0,0,1
3,23,-20,26,0,1,0.058823529411764705,0,0,0,-4.5,0,0,0,0,0,0,1,0.02,0,0,1
46,9,37,55,0,1,0.058823529411764705,0,0,0,3.5,0,0,0,0,0,0,0,0.0,0,0,1
7,29,-22,36,0,1,0.058823529411764705,0,1,0,5.5,0,1,0,0,0,0,6,0.12,0,0,0
19,3,16,22,0,1,0.058823529411764705,0,1,0,6.0,0,0,0,0,0,0,6,0.12,0,1,0
21,12,9,33,0,1,0.058823529411764705,0,1,0,7.0,1,0,0,0,0,0,6,0.12,0,0,1
16,26,-10,42,0,1,0.058823529411764705,0,0,0,2.5,0,1,0,0,0,0,2,0.04,0,0,1
17,30,-13,47,0,1,0.058823529411764705,0,1,0,-2.0,0,0,0,0,0,0,6,0.12,0,0,1
18,21,-3,39,1,1,0.058823529411764705,0,1,0,-10.0,1,0,0,0,0,0,6,0.12,0,0,1
17,9,8,26,0,1,0.058823529411764705,0,0,0,2.5,0,0,0,0,0,0,4,0.08,0,0,1
24,21,3,45,1,1,0.058823529411764705,0,1,0,3.0,0,0,0,0,0,0,6,0.12,0,0,1
29,19,10,48,0,1,0.058823529411764705,0,0,0,3.0,0,0,0,0,0,0,1,0.02,0,1,0
9,13,-4,22,1,2,0.11764705882352941,0,0,0,5.5,0,1,0,0,0,0,3,0.06,0,0,1
13,16,-3,29,1,2,0.11764705882352941,0,0,1,-7.0,1,0,0,0,0,0,0,0.0,0,1,0
9,3,6,12,1,2,0.11764705882352941,0,0,0,6.5,0,0,1,1,0,2,0,0.0,0,0,1
29,7,22,36,0,2,0.11764705882352941,0,0,0,7.0,1,0,0,0,0,0,3,0.06,0,0,1
24,10,14,34,0,2,0.11764705882352941,0,1,0,7.5,1,0,1,0,1,1,6,0.12,0,0,1
42,17,25,59,0,2,0.11764705882352941,0,0,0,-2.5,0,1,1,1,0,2,0,0.0,0,0,1
34,23,11,57,0,2,0.11764705882352941,0,0,0,3.5,0,0,1,1,0,2,3,0.06,0,0,0
17,19,-2,36,1,2,0.11764705882352941,0,0,0,3.5,0,1,0,0,0,0,3,0.06,0,0,1
26,9,17,35,0,2,0.11764705882352941,0,0,0,8.5,1,0,1,1,0,2,0,0.0,0,0,1
20,36,-16,56,0,2,0.11764705882352941,0,0,0,-5.5,0,0,0,0,0,0,0,0.0,0,1,0
45,20,25,65,0,2,0.11764705882352941,0,0,0,14.0,1,0,1,0,1,1,2,0.04,0,0,1
27,20,7,47,1,2,0.11764705882352941,0,0,0,4.0,0,0,1,1,0,2,0,0.0,0,0,1
12,9,3,21,1,2,0.11764705882352941,0,1,0,13.5,1,0,0,0,0,0,6,0.12,0,0,1
16,37,-21,53,0,2,0.11764705882352941,0,1,0,-1.0,0,0,1,0,1,1,6,0.12,0,0,1
20,27,-7,47,1,2,0.11764705882352941,0,0,0,3.0,0,1,1,0,1,1,2,0.04,0,0,1
10,24,-14,34,0,2,0.11764705882352941,0,0,0,3.0,0,1,0,1,-1,1,2,0.04,0,0,1
39,41,-2,80,1,3,0.17647058823529413,0,1,0,-3.0,0,0,0,1,-1,1,6,0.12,0,0,1
26,30,-4,56,1,3,0.17647058823529413,0,0,0,-3.0,0,0,2,2,0,4,1,0.02,0,1,0
44,7,37,51,0,3,0.17647058823529413,0,0,0,-3.0,0,1,1,2,-1,3,3,0.06,0,0,1
27,24,3,51,1,3,0.17647058823529413,0,0,1,7.0,1,0,1,0,1,1,0,0.0,0,0,1
31,28,3,59,1,3,0.17647058823529413,0,0,0,1.0,0,0,0,0,0,0,1,0.02,0,1,0
26,16,10,42,0,3,0.17647058823529413,0,0,0,-3.5,0,1,1,2,-1,3,1,0.02,0,0,1
36,33,3,69,1,3,0.17647058823529413,0,0,0,13.5,1,0,1,1,0,2,3,0.06,0,0,1
10,24,-14,34,0,3,0.17647058823529413,0,1,0,-3.0,0,0,0,2,-2,2,6,0.12,0,0,1
20,6,14,26,0,3,0.17647058823529413,0,1,0,-5.5,0,1,0,1,-1,1,6,0.12,0,0,1
13,34,-21,47,0,3,0.17647058823529413,0,1,0,5.5,0,1,2,0,2,2,6,0.12,0,0,1
27,24,3,51,1,3,0.17647058823529413,0,1,0,5.0,0,0,1,0,1,1,6,0.12,0,0,1
27,10,17,37,0,3,0.17647058823529413,0,0,0,-3.5,0,1,1,2,-1,3,0,0.0,0,0,1
23,17,6,40,1,3,0.17647058823529413,0,0,1,-7.0,1,1,0,2,-2,2,0,0.0,0,0,1
33,27,6,60,1,3,0.17647058823529413,0,0,0,2.0,0,0,1,1,0,2,0,0.0,0,0,1
34,17,17,51,0,3,0.17647058823529413,0,0,0,0.0,0,0,1,1,0,2,1,0.02,0,1,0
17,28,-11,45,0,3,0.17647058823529413,0,0,0,-3.0,0,0,1,1,0,2,1,0.02,0,1,0
35,14,21,49,0,4,0.23529411764705882,0,1,0,7.5,1,0,2,1,1,3,6,0.12,0,0,1
17,23,-6,40,1,4,0.23529411764705882,0,0,0,8.0,1,1,3,2,1,5,0,0.0,0,1,0
30,33,-3,63,1,4,0.23529411764705882,0,0,0,9.0,1,1,2,2,0,4,0,0.0,0,0,1
7,31,-24,38,0,4,0.23529411764705882,0,1,0,-3.0,0,0,0,0,0,0,6,0.12,0,0,1
7,14,-7,21,1,4,0.23529411764705882,0,1,0,2.5,0,1,2,2,0,4,6,0.12,0,1,0
46,18,28,64,0,4,0.23529411764705882,0,0,0,12.5,1,0,1,1,0,2,0,0.0,0,0,1
23,20,3,43,1,4,0.23529411764705882,0,0,1,-4.0,0,1,1,2,-1,3,1,0.02,0,0,1
30,35,-5,65,1,4,0.23529411764705882,0,0,0,5.0,0,1,2,2,0,4,1,0.02,0,1,0
0,20,-20,20,0,4,0.23529411764705882,0,0,0,-4.0,0,0,1,1,0,2,0,0.0,0,0,1
25,23,2,48,1,4,0.23529411764705882,0,0,0,2.5,0,0,1,0,1,1,1,0.02,0,0,1
16,10,6,26,1,4,0.23529411764705882,0,1,0,3.5,0,0,2,2,0,4,6,0.12,0,0,1
24,26,-2,50,1,4,0.23529411764705882,0,0,0,1.5,0,1,0,2,-2,2,0,0.0,0,0,1
9,26,-17,35,0,4,0.23529411764705882,0,1,0,-3.5,0,0,2,2,0,4,7,0.14,0,0,1
18,15,3,33,1,4,0.23529411764705882,0,1,1,6.5,0,0,1,0,1,1,6,0.12,0,1,0
57,14,43,71,0,4,0.23529411764705882,0,1,0,-2.5,0,1,1,2,-1,3,6,0.12,0,0,0
29,20,9,49,0,4,0.23529411764705882,0,0,0,6.5,0,0,3,2,1,5,0,0.0,0,0,1
14,19,-5,33,1,5,0.29411764705882354,0,0,0,-3.5,0,0,2,2,0,4,0,0.0,0,0,1
34,7,27,41,0,5,0.29411764705882354,0,0,0,6.0,0,0,3,2,1,5,2,0.04,0,0,1
17,30,-13,47,0,5,0.29411764705882354,0,0,0,3.0,0,1,2,2,0,4,2,0.04,0,0,1
20,16,4,36,1,5,0.29411764705882354,0,0,0,3.0,0,0,1,3,-2,4,2,0.04,0,0,1
24,27,-3,51,1,5,0.29411764705882354,0,0,0,2.0,0,1,3,3,0,6,1,0.02,0,1,0
31,35,-4,66,1,5,0.29411764705882354,0,0,0,2.5,0,1,2,3,-1,5,4,0.08,0,1,0
9,30,-21,39,0,5,0.29411764705882354,0,0,0,7.5,1,1,3,2,1,5,1,0.02,0,0,1
34,42,-8,76,0,5,0.29411764705882354,0,0,0,-2.0,0,0,2,4,-2,6,3,0.06,0,1,0
22,27,-5,49,1,5,0.29411764705882354,0,0,0,3.0,0,1,0,0,0,0,0,0.0,0,0,1
14,17,-3,31,1,5,0.29411764705882354,0,0,0,-1.5,0,0,0,2,-2,2,2,0.04,0,0,1
10,16,-6,26,1,5,0.29411764705882354,0,1,0,2.0,0,1,3,2,1,5,6,0.12,0,0,1
26,23,3,49,1,5,0.29411764705882354,0,0,1,-1.0,0,1,1,0,1,1,0,0.0,0,1,0
16,10,6,26,1,5,0.29411764705882354,0,0,0,0.0,0,0,1,2,-1,3,2,0.04,0,0,1
17,20,-3,37,1,5,0.29411764705882354,0,1,0,-3.5,0,0,1,2,-1,3,6,0.12,0,0,1
23,28,-5,51,1,6,0.35294117647058826,0,0,0,3.0,0,1,4,4,0,8,2,0.04,0,0,1
24,27,-3,51,1,6,0.35294117647058826,0,0,1,5.5,0,1,3,1,2,4,0,0.0,0,0,1
33,17,16,50,0,6,0.35294117647058826,0,0,0,7.5,1,0,2,0,2,2,1,0.02,0,1,0
52,38,14,90,0,6,0.35294117647058826,0,0,0,6.0,0,0,2,3,-1,5,3,0.06,0,1,0
23,10,13,33,0,6,0.35294117647058826,0,1,0,-3.0,0,1,3,4,-1,7,6,0.12,0,1,0
16,17,-1,33,1,6,0.35294117647058826,0,1,0,3.0,0,1,2,1,1,3,6,0.12,0,0,1
17,27,-10,44,0,6,0.35294117647058826,0,0,0,1.0,0,1,3,3,0,6,0,0.0,0,0,1
17,20,-3,37,1,6,0.35294117647058826,0,0,0,14.0,1,1,3,2,1,5,0,0.0,0,1,0
17,24,-7,41,1,6,0.35294117647058826,0,1,0,-9.0,1,0,3,3,0,6,6,0.12,0,0,1
10,23,-13,33,0,6,0.35294117647058826,0,0,0,14.0,1,1,3,0,3,3,0,0.0,0,0,1
13,19,-6,32,1,6,0.35294117647058826,0,0,0,3.5,0,1,5,3,2,8,4,0.08,0,0,1
26,24,2,50,1,6,0.35294117647058826,0,0,0,12.0,1,0,2,0,2,2,1,0.02,0,0,1
38,33,5,71,1,6,0.35294117647058826,0,0,0,-2.5,0,1,2,2,0,4,1,0.02,0,1,0
36,22,14,58,0,6,0.35294117647058826,0,1,0,7.0,1,0,2,2,0,4,6,0.12,0,0,1
31,30,1,61,1,7,0.4117647058823529,0,1,0,-3.0,0,1,2,5,-3,7,6,0.12,0,0,1
33,0,33,33,0,7,0.4117647058823529,0,1,0,3.0,0,0,4,3,1,7,6,0.12,0,0,1
23,7,16,30,0,7,0.4117647058823529,0,0,0,3.0,0,0,4,3,1,7,1,0.02,0,0,1
24,16,8,40,0,7,0.4117647058823529,0,0,0,5.0,0,0,4,3,1,7,0,0.0,0,1,0
17,3,14,20,0,7,0.4117647058823529,0,0,0,-2.5,0,1,2,4,-2,6,1,0.02,0,0,1
29,14,15,43,0,7,0.4117647058823529,0,1,0,4.0,0,0,4,2,2,6,7,0.14,0,0,1
10,40,-30,50,0,7,0.4117647058823529,0,0,0,-6.5,0,0,0,2,-2,2,2,0.04,0,0,1
21,0,21,21,0,7,0.4117647058823529,0,1,0,-1.0,0,1,2,3,-1,5,6,0.12,0,0,1
0,27,-27,27,0,7,0.4117647058823529,0,1,0,-3.0,0,0,2,3,-1,5,6,0.12,0,1,0
17,26,-9,43,0,7,0.4117647058823529,0,0,0,-3.5,0,0,4,3,1,7,1,0.02,0,0,1
31,28,3,59,1,7,0.4117647058823529,0,1,0,3.0,0,0,3,3,0,6,6,0.12,0,0,1
7,24,-17,31,0,7,0.4117647058823529,0,0,0,-4.0,0,0,1,3,-2,4,1,0.02,0,0,1
30,27,3,57,1,7,0.4117647058823529,0,0,0,3.0,0,0,3,2,1,5,0,0.0,0,0,1
9,12,-3,21,1,7,0.4117647058823529,0,0,1,-5.5,0,0,0,3,-3,3,3,0.06,0,0,1
34,24,10,58,0,7,0.4117647058823529,0,1,0,5.0,0,0,5,3,2,8,6,0.12,0,0,1
40,0,40,40,0,8,0.47058823529411764,0,0,0,3.0,0,0,3,4,-1,7,3,0.06,0,0,1
20,25,-5,45,1,8,0.47058823529411764,0,0,0,-6.5,0,0,3,3,0,6,0,0.0,0,0,1
3,17,-14,20,0,8,0.47058823529411764,0,1,0,1.5,0,1,2,4,-2,6,6,0.12,0,0,1
20,12,8,32,0,8,0.47058823529411764,0,0,0,7.5,1,0,4,3,1,7,1,0.02,0,1,0
19,33,-14,52,0,8,0.47058823529411764,0,1,0,-3.0,0,0,3,3,0,6,6,0.12,0,0,1
41,38,3,79,1,8,0.47058823529411764,0,0,0,6.0,0,0,4,3,1,7,0,0.0,0,0,1
24,23,1,47,1,8,0.47058823529411764,0,0,0,11.0,1,0,2,2,0,4,2,0.04,0,0,1
21,13,8,34,0,8,0.47058823529411764,0,0,0,6.5,0,0,5,3,2,8,1,0.02,0,0,1
16,33,-17,49,0,8,0.47058823529411764,0,0,0,-11.0,1,0,0,5,-5,5,0,0.0,0,0,1
34,14,20,48,0,8,0.47058823529411764,0,0,0,2.5,0,0,4,3,1,7,2,0.04,0,0,1
15,20,-5,35,1,8,0.47058823529411764,0,0,0,-3.0,0,0,3,5,-2,8,0,0.0,0,1,0
33,10,23,43,0,8,0.47058823529411764,0,0,0,13.0,1,0,6,0,6,6,1,0.02,0,0,1
29,19,10,48,0,8,0.47058823529411764,0,1,0,7.0,1,0,5,3,2,8,6,0.12,0,0,1
34,21,13,55,0,9,0.5294117647058824,0,1,0,-3.0,0,1,3,5,-2,8,6,0.12,0,0,1
10,20,-10,30,0,9,0.5294117647058824,0,1,0,-2.5,0,0,0,3,-3,3,6,0.12,0,0,1
20,17,3,37,1,9,0.5294117647058824,0,1,0,-3.0,0,1,5,4,1,9,6,0.12,0,0,1
23,20,3,43,1,9,0.5294117647058824,0,0,0,3.0,0,0,4,4,0,8,1,0.02,0,0,1
23,7,16,30,0,9,0.5294117647058824,0,0,0,6.0,0,0,4,3,1,7,1,0.02,0,0,1
51,23,28,74,0,9,0.5294117647058824,0,0,0,7.0,1,0,7,3,4,10,0,0.0,0,0,1
14,20,-6,34,1,9,0.5294117647058824,0,1,0,6.0,0,1,3,2,1,5,6,0.12,0,1,0
28,17,11,45,0,9,0.5294117647058824,0,0,0,2.0,0,0,4,6,-2,10,0,0.0,0,1,0
17,51,-34,68,0,9,0.5294117647058824,0,0,0,-5.5,0,0,1,5,-4,6,2,0.04,0,0,1
24,27,-3,51,1,9,0.5294117647058824,0,0,0,-3.0,0,0,4,3,1,7,1,0.02,0,0,1
30,10,20,40,0,9,0.5294117647058824,0,1,0,7.0,1,0,5,2,3,7,6,0.12,0,1,0
14,17,-3,31,1,9,0.5294117647058824,0,0,0,8.0,1,1,5,3,2,8,1,0.02,0,0,1
17,30,-13,47,0,9,0.5294117647058824,0,1,0,-2.5,0,0,4,3,1,7,6,0.12,0,0,1
16,22,-6,38,1,10,0.5882352941176471,0,1,0,-6.0,0,0,4,5,-1,9,6,0.12,0,0,0
24,20,4,44,1,10,0.5882352941176471,0,0,0,4.5,0,0,5,3,2,8,1,0.02,0,0,1
38,24,14,62,0,10,0.5882352941176471,0,0,0,10.5,1,0,4,0,4,4,0,0.0,0,1,0
27,7,20,34,0,10,0.5882352941176471,0,0,0,3.5,0,0,4,5,-1,9,1,0.02,0,1,0
16,23,-7,39,1,10,0.5882352941176471,0,1,0,4.5,0,1,3,4,-1,7,6,0.12,0,0,1
33,7,26,40,0,10,0.5882352941176471,0,0,0,12.0,1,0,6,3,3,9,0,0.0,0,0,1
20,17,3,37,1,10,0.5882352941176471,0,0,1,5.0,0,0,5,3,2,8,3,0.06,0,0,1
30,38,-8,68,0,10,0.5882352941176471,0,0,0,-1.0,0,0,4,6,-2,10,2,0.04,0,0,1
16,41,-25,57,0,10,0.5882352941176471,0,0,0,-7.0,1,0,3,6,-3,9,4,0.08,0,0,1
10,47,-37,57,0,10,0.5882352941176471,0,0,0,-2.0,0,0,5,6,-1,11,0,0.0,0,0,1
31,21,10,52,0,10,0.5882352941176471,0,0,0,-3.0,0,1,0,1,-1,1,2,0.04,0,0,1
15,10,5,25,1,10,0.5882352941176471,0,0,0,1.0,0,0,2,4,-2,6,0,0.0,0,0,1
17,20,-3,37,1,10,0.5882352941176471,0,0,0,-10.5,1,0,3,6,-3,9,3,0.06,0,1,0
45,21,24,66,0,10,0.5882352941176471,0,0,0,8.0,1,0,6,4,2,10,0,0.0,0,0,1
40,17,23,57,0,11,0.6470588235294118,0,0,0,7.0,1,0,7,6,1,13,1,0.02,0,0,1
31,21,10,52,0,11,0.6470588235294118,0,0,0,2.5,0,0,3,4,-1,7,0,0.0,0,1,0
0,23,-23,23,0,11,0.6470588235294118,0,0,0,-2.5,0,0,5,4,1,9,0,0.0,0,0,1
54,24,30,78,0,11,0.6470588235294118,0,0,0,7.0,1,0,3,5,-2,8,1,0.02,0,0,1
17,20,-3,37,1,11,0.6470588235294118,0,0,0,2.5,0,1,3,3,0,6,3,0.06,0,0,1
24,27,-3,51,1,11,0.6470588235294118,0,1,0,-3.0,0,0,3,5,-2,8,6,0.12,0,0,1
7,19,-12,26,0,11,0.6470588235294118,0,0,0,-7.5,1,0,0,6,-6,6,1,0.02,0,0,1
12,9,3,21,1,11,0.6470588235294118,0,0,1,-10.0,1,1,1,6,-5,7,0,0.0,0,0,1
24,7,17,31,0,11,0.6470588235294118,0,0,0,1.0,0,0,7,7,0,14,2,0.04,0,1,0
8,33,-25,41,0,11,0.6470588235294118,0,0,0,-7.0,1,0,4,7,-3,11,1,0.02,0,0,1
9,37,-28,46,0,11,0.6470588235294118,0,1,0,-6.0,0,0,5,8,-3,13,6,0.12,0,1,0
20,30,-10,50,0,11,0.6470588235294118,0,0,0,-1.0,0,0,4,3,1,7,0,0.0,0,0,1
34,31,3,65,1,11,0.6470588235294118,0,0,1,9.5,1,0,7,4,3,11,1,0.02,0,1,0
31,34,-3,65,1,11,0.6470588235294118,0,0,0,1.0,0,1,6,5,1,11,2,0.04,0,0,1
6,28,-22,34,0,12,0.7058823529411765,0,0,0,-1.0,0,0,5,4,1,9,0,0.0,0,1,0
23,30,-7,53,1,12,0.7058823529411765,0,1,0,-2.5,0,0,6,8,-2,14,6,0.12,0,1,0
20,10,10,30,0,12,0.7058823529411765,0,1,0,7.0,1,0,4,2,2,6,6,0.12,0,0,1
10,16,-6,26,1,12,0.7058823529411765,0,0,0,8.5,1,1,6,5,1,11,2,0.04,0,0,1
27,35,-8,62,0,12,0.7058823529411765,0,0,0,-5.5,0,0,4,7,-3,11,0,0.0,0,0,1
31,3,28,34,0,12,0.7058823529411765,0,0,0,14.0,1,0,9,3,6,12,1,0.02,0,0,1
30,16,14,46,0,12,0.7058823529411765,0,1,0,7.5,1,0,4,0,4,4,6,0.12,0,0,1
21,14,7,35,1,12,0.7058823529411765,0,1,0,3.5,0,0,4,3,1,7,6,0.12,0,0,1
31,28,3,59,1,12,0.7058823529411765,0,0,0,14.0,1,0,8,5,3,13,0,0.0,0,0,1
27,24,3,51,1,12,0.7058823529411765,0,0,0,-6.5,0,1,4,7,-3,11,0,0.0,0,1,0
35,17,18,52,0,12,0.7058823529411765,0,1,0,17.0,1,0,8,4,4,12,6,0.12,0,0,1
26,20,6,46,1,12,0.7058823529411765,0,0,0,2.5,0,0,7,8,-1,15,1,0.02,0,0,1
13,24,-11,37,0,12,0.7058823529411765,0,1,0,-7.0,1,0,1,6,-5,7,6,0.12,0,0,1
34,20,14,54,0,12,0.7058823529411765,0,1,0,10.5,1,0,6,4,2,10,6,0.12,0,1,0
16,20,-4,36,1,12,0.7058823529411765,0,1,0,-3.0,0,0,3,6,-3,9,6,0.12,0,0,0
23,16,7,39,1,12,0.7058823529411765,0,0,0,7.5,1,0,5,4,1,9,1,0.02,0,0,1
38,14,24,52,0,13,0.7647058823529411,0,1,0,-1.5,0,1,5,5,0,10,6,0.12,0,1,0
31,21,10,52,0,13,0.7647058823529411,0,1,0,5.5,0,0,8,8,0,16,6,0.12,0,1,0
19,10,9,29,0,13,0.7647058823529411,0,0,0,13.5,1,0,5,0,5,5,2,0.04,0,0,1
35,9,26,44,0,13,0.7647058823529411,0,0,0,-1.0,0,1,4,3,1,7,1,0.02,0,0,1
44,20,24,64,0,13,0.7647058823529411,0,0,0,2.5,0,0,6,6,0,12,0,0.0,0,0,1
24,13,11,37,0,13,0.7647058823529411,0,1,0,7.0,1,0,7,4,3,11,6,0.12,0,0,1
30,10,20,40,0,13,0.7647058823529411,0,1,0,10.0,1,0,7,3,4,10,6,0.12,0,0,1
38,31,7,69,1,13,0.7647058823529411,0,0,0,-3.5,0,1,4,6,-2,10,2,0.04,0,0,1
16,32,-16,48,0,13,0.7647058823529411,0,1,0,-7.5,1,0,5,8,-3,13,6,0.12,0,1,0
9,14,-5,23,1,13,0.7647058823529411,0,0,0,2.0,0,1,7,9,-2,16,2,0.04,0,1,0
3,23,-20,26,0,13,0.7647058823529411,0,1,0,-7.5,1,0,6,9,-3,15,6,0.12,0,0,1
24,17,7,41,1,13,0.7647058823529411,0,0,0,10.0,1,0,5,2,3,7,0,0.0,0,0,1
24,10,14,34,0,13,0.7647058823529411,0,0,0,-3.5,0,1,7,10,-3,17,2,0.04,0,0,1
14,15,-1,29,1,13,0.7647058823529411,0,0,0,2.5,0,1,3,1,2,4,3,0.06,0,0,1
26,20,6,46,1,13,0.7647058823529411,0,0,1,3.0,0,0,5,4,1,9,1,0.02,0,0,1
20,23,-3,43,1,13,0.7647058823529411,0,1,0,-4.5,0,0,5,9,-4,14,7,0.14,0,0,1
20,17,3,37,1,14,0.8235294117647058,0,1,0,2.5,0,0,7,9,-2,16,6,0.12,0,1,0
39,38,1,77,1,14,0.8235294117647058,0,1,0,6.0,0,0,10,7,3,17,7,0.14,0,0,1
7,33,-26,40,0,14,0.8235294117647058,0,0,0,6.0,0,1,5,3,2,8,0,0.0,0,0,1
10,30,-20,40,0,14,0.8235294117647058,0,1,0,-4.0,0,0,2,6,-4,8,6,0.12,0,0,1
21,24,-3,45,1,14,0.8235294117647058,0,0,0,0.0,0,1,4,6,-2,10,1,0.02,0,0,1
21,27,-6,48,1,14,0.8235294117647058,0,0,1,-2.5,0,0,0,6,-6,6,0,0.0,0,0,1
13,7,6,20,1,14,0.8235294117647058,0,0,1,3.5,0,0,6,3,3,9,1,0.02,0,0,1
31,24,7,55,1,14,0.8235294117647058,0,0,0,-2.5,0,1,8,10,-2,18,2,0.04,0,0,1
23,0,23,23,0,14,0.8235294117647058,0,0,0,-1.0,0,1,3,5,-2,8,1,0.02,0,0,1
26,15,11,41,0,14,0.8235294117647058,0,1,0,4.5,0,0,6,6,0,12,6,0.12,0,0,1
35,43,-8,78,0,14,0.8235294117647058,0,0,0,-1.0,0,0,9,10,-1,19,1,0.02,0,0,1
30,24,6,54,1,14,0.8235294117647058,0,0,0,3.0,0,0,8,8,0,16,0,0.0,0,0,1
16,26,-10,42,0,14,0.8235294117647058,0,0,0,1.0,0,1,4,2,2,6,0,0.0,0,1,0
12,7,5,19,1,14,0.8235294117647058,0,0,0,-2.5,0,1,5,8,-3,13,0,0.0,0,1,0
30,13,17,43,0,14,0.8235294117647058,0,0,0,6.0,0,0,6,5,1,11,0,0.0,0,0,1
27,20,7,47,1,14,0.8235294117647058,0,1,0,-10.0,1,1,5,10,-5,15,6,0.12,0,0,1
13,25,-12,38,0,15,0.8823529411764706,0,0,0,-3.0,0,0,3,4,-1,7,4,0.08,0,1,0
20,10,10,30,0,15,0.8823529411764706,0,1,0,5.0,0,0,7,4,3,11,6,0.12,0,1,0
30,13,17,43,0,15,0.8823529411764706,0,1,0,1.0,0,0,7,7,0,14,6,0.12,0,0,1
20,15,5,35,1,15,0.8823529411764706,0,0,0,4.0,0,0,5,6,-1,11,2,0.04,0,0,1
10,27,-17,37,0,15,0.8823529411764706,0,1,0,-6.5,0,0,0,7,-7,7,6,0.12,0,0,1
34,7,27,41,0,15,0.8823529411764706,0,0,0,12.5,1,0,10,5,5,15,0,0.0,0,1,0
17,20,-3,37,1,15,0.8823529411764706,0,0,0,-3.0,0,0,6,7,-1,13,0,0.0,0,0,1
31,24,7,55,1,15,0.8823529411764706,0,0,0,3.0,0,0,9,7,2,16,2,0.04,0,0,1
45,7,38,52,0,15,0.8823529411764706,0,1,0,10.5,1,0,9,4,5,13,6,0.12,0,0,1
7,42,-35,49,0,15,0.8823529411764706,0,1,0,-1.0,0,0,8,9,-1,17,6,0.12,0,0,1
24,16,8,40,0,15,0.8823529411764706,0,1,0,3.5,0,0,7,6,1,13,6,0.12,0,0,1
24,27,-3,51,1,15,0.8823529411764706,0,0,0,-2.5,0,0,11,10,1,21,3,0.06,0,0,1
31,19,12,50,0,15,0.8823529411764706,0,0,0,16.5,1,0,9,5,4,14,0,0.0,0,1,0
29,34,-5,63,1,15,0.8823529411764706,0,1,0,-7.5,1,0,2,11,-9,13,6,0.12,0,0,1
25,23,2,48,1,15,0.8823529411764706,0,0,0,2.5,0,0,3,8,-5,11,0,0.0,0,0,1
21,24,-3,45,1,15,0.8823529411764706,0,1,0,-7.0,1,0,4,8,-4,12,6,0.12,0,0,1
23,16,7,39,1,16,0.9411764705882353,0,0,0,13.5,1,0,8,3,5,11,1,0.02,0,0,1
0,16,-16,16,0,16,0.9411764705882353,0,1,0,-8.5,1,0,7,11,-4,18,6,0.12,0,0,1
23,13,10,36,0,16,0.9411764705882353,0,1,0,5.5,0,0,10,9,1,19,6,0.12,0,1,0
37,16,21,53,0,16,0.9411764705882353,0,1,0,11.0,1,0,11,8,3,19,6,0.12,0,0,1
20,3,17,23,0,16,0.9411764705882353,0,0,0,5.5,0,0,4,0,4,4,0,0.0,0,0,1
27,11,16,38,0,16,0.9411764705882353,0,0,0,3.0,0,0,6,5,1,11,0,0.0,0,0,1
26,17,9,43,0,16,0.9411764705882353,0,0,0,-3.0,0,1,5,8,-3,13,0,0.0,0,0,1
